time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2019_11_26_10_44_47.11,1,0,293,2019_11_26_10_52_5.589,1,1,591,2019_11_26_10_59_19.119,1,1,1222,2019_11_26_11_6_36.252,0,0,0,2019_11_26_11_13_51.966,0,0,0,2019_11_26_11_21_9.09,1,0,189
2019_11_26_10_44_50.144,1,1,283,2019_11_26_10_52_8.624,0,0,0,2019_11_26_10_59_22.154,1,1,1900,2019_11_26_11_6_39.287,1,1,993,2019_11_26_11_13_55.001,1,1,558,2019_11_26_11_21_12.126,1,0,258
2019_11_26_10_44_53.178,1,0,336,2019_11_26_10_52_11.659,0,0,0,2019_11_26_10_59_25.19,0,0,0,2019_11_26_11_6_42.322,0,0,0,2019_11_26_11_13_58.036,0,0,0,2019_11_26_11_21_15.16,1,0,120
2019_11_26_10_44_56.213,1,0,342,2019_11_26_10_52_14.695,0,0,0,2019_11_26_10_59_28.225,0,0,0,2019_11_26_11_6_45.358,1,1,621,2019_11_26_11_14_1.071,0,0,0,2019_11_26_11_21_18.245,1,1,0
2019_11_26_10_44_59.247,1,0,348,2019_11_26_10_52_17.73,0,0,0,2019_11_26_10_59_31.26,0,1,0,2019_11_26_11_6_48.393,0,0,0,2019_11_26_11_14_4.106,1,1,864,2019_11_26_11_21_21.28,1,0,258
2019_11_26_10_45_2.281,1,1,498,2019_11_26_10_52_20.765,1,0,1500,2019_11_26_10_59_34.296,0,0,0,2019_11_26_11_6_51.428,0,0,0,2019_11_26_11_14_7.141,0,0,0,2019_11_26_11_21_24.315,1,1,408
2019_11_26_10_45_5.316,1,0,295,2019_11_26_10_52_23.801,1,1,1154,2019_11_26_10_59_37.331,0,0,0,2019_11_26_11_6_54.463,1,1,990,2019_11_26_11_14_10.176,0,0,0,2019_11_26_11_21_27.35,1,0,109
2019_11_26_10_45_8.35,1,0,301,2019_11_26_10_52_26.836,0,0,0,2019_11_26_10_59_40.366,0,0,0,2019_11_26_11_6_57.499,0,0,0,2019_11_26_11_14_13.211,0,0,0,2019_11_26_11_21_30.385,1,0,195
2019_11_26_10_45_11.384,1,0,307,2019_11_26_10_52_29.872,1,1,765,2019_11_26_10_59_43.401,0,0,0,2019_11_26_11_7_0.534,0,0,0,2019_11_26_11_14_16.246,0,0,0,2019_11_26_11_21_33.421,1,1,105
2019_11_26_10_45_14.418,1,0,345,2019_11_26_10_52_32.907,0,0,0,2019_11_26_10_59_46.437,0,0,0,2019_11_26_11_7_3.569,0,0,0,2019_11_26_11_14_19.281,0,0,0,2019_11_26_11_21_36.456,1,1,302
2019_11_26_10_45_17.453,1,1,286,2019_11_26_10_52_35.942,0,0,0,2019_11_26_10_59_49.472,1,1,1007,2019_11_26_11_7_6.605,0,0,0,2019_11_26_11_14_22.316,0,0,0,2019_11_26_11_21_39.491,1,0,292
2019_11_26_10_45_20.487,1,0,292,2019_11_26_10_52_38.977,1,1,1518,2019_11_26_10_59_52.508,1,1,997,2019_11_26_11_7_9.64,0,0,0,2019_11_26_11_14_25.351,1,1,1224,2019_11_26_11_21_42.526,1,0,362
2019_11_26_10_45_23.521,1,0,330,2019_11_26_10_52_42.012,0,0,0,2019_11_26_10_59_55.543,1,1,1915,2019_11_26_11_7_12.675,1,1,576,2019_11_26_11_14_28.386,0,0,0,2019_11_26_11_21_45.561,1,1,431
2019_11_26_10_45_26.556,1,0,399,2019_11_26_10_52_45.048,0,0,0,2019_11_26_10_59_58.578,0,0,0,2019_11_26_11_7_15.71,0,0,0,2019_11_26_11_14_31.421,0,0,0,2019_11_26_11_21_48.595,1,0,549
2019_11_26_10_45_29.59,1,0,469,2019_11_26_10_52_48.083,0,0,0,2019_11_26_11_0_1.613,0,0,0,2019_11_26_11_7_18.746,0,0,0,2019_11_26_11_14_34.456,0,0,0,2019_11_26_11_21_51.631,1,0,331
2019_11_26_10_45_32.624,1,0,347,2019_11_26_10_52_51.119,0,0,0,2019_11_26_11_0_4.649,0,0,0,2019_11_26_11_7_21.781,0,0,0,2019_11_26_11_14_37.491,0,0,0,2019_11_26_11_21_54.666,1,0,273
2019_11_26_10_45_35.658,1,0,257,2019_11_26_10_52_54.154,0,0,0,2019_11_26_11_0_7.684,0,0,0,2019_11_26_11_7_24.816,0,0,0,2019_11_26_11_14_40.526,0,0,0,2019_11_26_11_21_57.701,1,0,470
2019_11_26_10_45_38.693,1,1,246,2019_11_26_10_52_57.189,1,1,1296,2019_11_26_11_0_10.719,0,0,0,2019_11_26_11_7_27.852,0,0,0,2019_11_26_11_14_43.561,0,0,0,2019_11_26_11_22_0.736,1,0,508
2019_11_26_10_45_41.727,1,0,268,2019_11_26_10_53_0.224,0,0,0,2019_11_26_11_0_13.754,0,0,0,2019_11_26_11_7_30.887,1,1,643,2019_11_26_11_14_46.596,1,1,1583,2019_11_26_11_22_3.804,1,0,0
2019_11_26_10_45_44.761,1,0,322,2019_11_26_10_53_3.259,0,0,0,2019_11_26_11_0_16.79,0,0,0,2019_11_26_11_7_33.922,0,0,0,2019_11_26_11_14_49.631,1,1,1125,2019_11_26_11_22_6.839,1,1,342
2019_11_26_10_45_47.796,1,0,391,2019_11_26_10_53_6.295,1,1,1954,2019_11_26_11_0_19.825,1,1,1896,2019_11_26_11_7_36.958,0,0,0,2019_11_26_11_14_52.666,0,0,0,2019_11_26_11_22_9.874,1,0,316
2019_11_26_10_45_50.83,1,0,269,2019_11_26_10_53_9.33,0,0,0,2019_11_26_11_0_22.86,1,1,910,2019_11_26_11_7_39.993,0,0,0,2019_11_26_11_14_55.701,0,0,0,2019_11_26_11_22_12.909,1,0,290
2019_11_26_10_45_53.864,1,0,371,2019_11_26_10_53_12.365,0,0,0,2019_11_26_11_0_25.896,0,0,0,2019_11_26_11_7_43.028,0,0,0,2019_11_26_11_14_58.736,1,1,1270,2019_11_26_11_22_15.944,1,1,215
2019_11_26_10_45_56.898,1,1,345,2019_11_26_10_53_15.401,1,1,1091,2019_11_26_11_0_28.931,1,1,793,2019_11_26_11_7_46.063,0,0,0,2019_11_26_11_15_1.771,0,0,0,2019_11_26_11_22_18.979,1,1,221
2019_11_26_10_45_59.933,1,0,382,2019_11_26_10_53_18.436,0,0,0,2019_11_26_11_0_31.966,0,0,0,2019_11_26_11_7_49.099,1,1,629,2019_11_26_11_15_4.806,0,0,0,2019_11_26_11_22_22.014,1,0,259
2019_11_26_10_46_2.967,1,0,292,2019_11_26_10_53_21.471,0,0,0,2019_11_26_11_0_35.001,1,1,565,2019_11_26_11_7_52.134,0,0,0,2019_11_26_11_15_7.841,0,0,0,2019_11_26_11_22_25.049,1,0,456
2019_11_26_10_46_6.001,1,0,314,2019_11_26_10_53_24.506,1,1,628,2019_11_26_11_0_38.037,0,0,0,2019_11_26_11_7_55.169,1,1,768,2019_11_26_11_15_10.876,1,1,622,2019_11_26_11_22_28.084,1,0,238
2019_11_26_10_46_9.036,1,1,399,2019_11_26_10_53_27.542,0,0,0,2019_11_26_11_0_41.072,0,0,0,2019_11_26_11_7_58.204,0,0,0,2019_11_26_11_15_13.911,0,0,0,2019_11_26_11_22_31.119,1,0,308
2019_11_26_10_46_12.07,1,0,245,2019_11_26_10_53_30.577,0,0,0,2019_11_26_11_0_44.108,0,0,0,2019_11_26_11_8_1.239,1,0,1052,2019_11_26_11_15_16.946,0,0,0,2019_11_26_11_22_34.154,1,0,538
2019_11_26_10_46_15.104,1,0,395,2019_11_26_10_53_33.613,0,0,0,2019_11_26_11_0_47.143,0,0,0,2019_11_26_11_8_4.274,0,0,0,2019_11_26_11_15_19.981,1,1,1183,2019_11_26_11_22_37.189,1,1,351
2019_11_26_10_46_18.138,1,1,449,2019_11_26_10_53_36.648,0,0,0,2019_11_26_11_0_50.178,0,0,0,2019_11_26_11_8_7.309,0,0,0,2019_11_26_11_15_23.016,1,1,1364,2019_11_26_11_22_40.224,1,0,277
2019_11_26_10_46_21.172,1,0,310,2019_11_26_10_53_39.683,1,1,673,2019_11_26_11_0_53.214,0,0,0,2019_11_26_11_8_10.344,1,1,1933,2019_11_26_11_15_26.051,0,0,0,2019_11_26_11_22_43.259,1,1,491
2019_11_26_10_46_24.207,1,0,412,2019_11_26_10_53_42.718,0,0,0,2019_11_26_11_0_56.249,0,0,0,2019_11_26_11_8_13.379,0,0,0,2019_11_26_11_15_29.086,1,0,1456,2019_11_26_11_22_46.294,1,0,304
2019_11_26_10_46_27.241,1,0,450,2019_11_26_10_53_45.754,0,0,0,2019_11_26_11_0_59.284,0,0,0,2019_11_26_11_8_16.414,0,0,0,2019_11_26_11_15_32.121,0,0,0,2019_11_26_11_22_49.329,1,1,326
2019_11_26_10_46_30.276,1,0,632,2019_11_26_10_53_48.789,0,0,0,2019_11_26_11_1_2.319,1,1,649,2019_11_26_11_8_19.449,1,1,606,2019_11_26_11_15_35.156,1,0,747,2019_11_26_11_22_52.364,1,0,316
2019_11_26_10_46_33.31,1,0,365,2019_11_26_10_53_51.824,0,0,0,2019_11_26_11_1_5.354,1,1,1294,2019_11_26_11_8_22.484,0,0,0,2019_11_26_11_15_38.191,1,1,1457,2019_11_26_11_22_55.399,1,0,610
2019_11_26_10_46_36.344,1,1,275,2019_11_26_10_53_54.86,0,0,0,2019_11_26_11_1_8.39,0,0,0,2019_11_26_11_8_25.519,0,0,0,2019_11_26_11_15_41.227,0,0,0,2019_11_26_11_22_58.434,1,0,439
2019_11_26_10_46_39.378,1,0,329,2019_11_26_10_53_57.895,0,0,0,2019_11_26_11_1_11.425,0,0,0,2019_11_26_11_8_28.554,0,0,0,2019_11_26_11_15_44.261,0,0,0,2019_11_26_11_23_1.469,1,0,349
2019_11_26_10_46_42.413,1,0,63,2019_11_26_10_54_0.93,0,0,0,2019_11_26_11_1_14.46,0,0,0,2019_11_26_11_8_31.589,0,0,0,2019_11_26_11_15_47.296,0,0,0,2019_11_26_11_23_4.504,1,1,355
2019_11_26_10_46_45.447,1,0,68,2019_11_26_10_54_3.965,1,1,878,2019_11_26_11_1_17.496,0,0,0,2019_11_26_11_8_34.625,0,0,0,2019_11_26_11_15_50.331,0,0,0,2019_11_26_11_23_7.539,1,0,345
2019_11_26_10_46_48.481,1,0,282,2019_11_26_10_54_7.001,0,0,0,2019_11_26_11_1_20.531,0,0,0,2019_11_26_11_8_37.66,0,0,0,2019_11_26_11_15_53.366,0,0,0,2019_11_26_11_23_10.574,1,0,190
2019_11_26_10_46_51.515,1,1,224,2019_11_26_10_54_10.036,1,1,634,2019_11_26_11_1_23.566,0,0,0,2019_11_26_11_8_40.694,0,0,0,2019_11_26_11_15_56.401,1,1,723,2019_11_26_11_23_13.609,1,0,308
2019_11_26_10_46_54.55,1,0,261,2019_11_26_10_54_13.071,0,0,0,2019_11_26_11_1_26.602,0,0,0,2019_11_26_11_8_43.729,0,0,0,2019_11_26_11_15_59.436,0,1,0,2019_11_26_11_23_16.644,1,1,570
2019_11_26_10_46_57.584,1,0,27,2019_11_26_10_54_16.107,1,1,997,2019_11_26_11_1_29.637,0,0,0,2019_11_26_11_8_46.764,0,0,0,2019_11_26_11_16_2.505,0,0,0,2019_11_26_11_23_19.679,1,0,256
2019_11_26_10_47_0.619,1,0,145,2019_11_26_10_54_19.142,0,0,0,2019_11_26_11_1_32.672,1,1,1314,2019_11_26_11_8_49.799,0,0,0,2019_11_26_11_16_5.54,1,1,803,2019_11_26_11_23_22.714,1,0,325
2019_11_26_10_47_3.653,1,0,119,2019_11_26_10_54_22.177,0,0,0,2019_11_26_11_1_35.707,0,0,0,2019_11_26_11_8_52.834,0,0,0,2019_11_26_11_16_8.575,0,0,0,2019_11_26_11_23_25.749,1,0,379
2019_11_26_10_47_6.687,1,0,252,2019_11_26_10_54_25.212,0,0,0,2019_11_26_11_1_38.743,0,1,0,2019_11_26_11_8_55.869,0,0,0,2019_11_26_11_16_11.61,0,0,0,2019_11_26_11_23_28.784,1,0,273
2019_11_26_10_47_9.721,1,0,434,2019_11_26_10_54_28.248,1,1,1500,2019_11_26_11_1_41.811,0,1,0,2019_11_26_11_8_58.904,0,0,0,2019_11_26_11_16_14.645,0,0,0,2019_11_26_11_23_31.819,1,1,326
2019_11_26_10_47_12.755,1,0,263,2019_11_26_10_54_31.283,0,0,0,2019_11_26_11_1_44.847,0,0,0,2019_11_26_11_9_1.939,0,0,0,2019_11_26_11_16_17.68,0,1,0,2019_11_26_11_23_34.854,1,0,108
2019_11_26_10_47_15.79,1,0,285,2019_11_26_10_54_34.318,1,1,840,2019_11_26_11_1_47.882,0,0,0,2019_11_26_11_9_4.974,0,0,0,2019_11_26_11_16_20.715,0,0,0,2019_11_26_11_23_37.889,1,0,226
2019_11_26_10_47_18.824,1,0,307,2019_11_26_10_54_37.354,0,0,0,2019_11_26_11_1_50.917,0,0,0,2019_11_26_11_9_8.01,0,0,0,2019_11_26_11_16_23.75,1,1,1605,2019_11_26_11_23_40.924,1,1,232
2019_11_26_10_47_21.858,1,1,409,2019_11_26_10_54_40.389,1,1,1555,2019_11_26_11_1_53.953,0,0,0,2019_11_26_11_9_11.044,0,0,0,2019_11_26_11_16_26.785,0,1,0,2019_11_26_11_23_43.959,1,1,237
2019_11_26_10_47_24.893,1,1,638,2019_11_26_10_54_43.424,0,0,0,2019_11_26_11_1_56.988,1,1,542,2019_11_26_11_9_14.079,0,0,0,2019_11_26_11_16_29.82,0,0,0,2019_11_26_11_23_46.994,1,0,435
2019_11_26_10_47_27.927,1,1,372,2019_11_26_10_54_46.46,0,0,0,2019_11_26_11_2_0.023,0,0,0,2019_11_26_11_9_17.114,0,0,0,2019_11_26_11_16_32.855,0,0,0,2019_11_26_11_23_50.029,1,0,329
2019_11_26_10_47_30.961,1,1,458,2019_11_26_10_54_49.495,0,0,0,2019_11_26_11_2_3.058,1,1,649,2019_11_26_11_9_20.149,0,0,0,2019_11_26_11_16_35.89,0,0,0,2019_11_26_11_23_53.064,1,0,254
2019_11_26_10_47_33.995,1,0,400,2019_11_26_10_54_52.53,0,0,0,2019_11_26_11_2_6.094,0,0,0,2019_11_26_11_9_23.185,0,1,0,2019_11_26_11_16_38.925,0,0,0,2019_11_26_11_23_56.099,1,1,596
2019_11_26_10_47_37.03,1,1,277,2019_11_26_10_54_55.565,1,1,1152,2019_11_26_11_2_9.129,0,0,0,2019_11_26_11_9_26.253,0,0,0,2019_11_26_11_16_41.96,1,1,984,2019_11_26_11_23_59.134,1,0,266
2019_11_26_10_47_40.064,1,1,251,2019_11_26_10_54_58.601,0,0,0,2019_11_26_11_2_12.164,0,0,0,2019_11_26_11_9_29.288,0,0,0,2019_11_26_11_16_44.995,1,1,621,2019_11_26_11_24_2.169,1,0,271
2019_11_26_10_47_43.098,1,0,257,2019_11_26_10_55_1.636,0,0,0,2019_11_26_11_2_15.199,1,1,1264,2019_11_26_11_9_32.323,0,0,0,2019_11_26_11_16_48.03,0,0,0,2019_11_26_11_24_5.204,1,0,293
2019_11_26_10_47_46.133,1,0,358,2019_11_26_10_55_4.671,0,0,0,2019_11_26_11_2_18.235,0,0,0,2019_11_26_11_9_35.358,1,1,524,2019_11_26_11_16_51.065,1,1,937,2019_11_26_11_24_8.239,1,1,331
2019_11_26_10_47_49.167,1,0,252,2019_11_26_10_55_7.707,0,0,0,2019_11_26_11_2_21.27,0,1,0,2019_11_26_11_9_38.393,0,1,0,2019_11_26_11_16_54.1,1,1,1711,2019_11_26_11_24_11.274,1,0,401
2019_11_26_10_47_52.201,1,0,306,2019_11_26_10_55_10.742,1,1,1084,2019_11_26_11_2_24.305,0,0,0,2019_11_26_11_9_41.428,0,0,0,2019_11_26_11_16_57.135,0,0,0,2019_11_26_11_24_14.309,1,0,342
2019_11_26_10_47_55.235,1,0,183,2019_11_26_10_55_13.777,0,0,0,2019_11_26_11_2_27.341,0,0,0,2019_11_26_11_9_44.463,1,1,909,2019_11_26_11_17_0.17,0,0,0,2019_11_26_11_24_17.344,1,0,28
2019_11_26_10_47_58.27,1,0,381,2019_11_26_10_55_16.813,0,0,0,2019_11_26_11_2_30.376,0,0,0,2019_11_26_11_9_47.498,0,0,0,2019_11_26_11_17_3.205,0,0,0,2019_11_26_11_24_20.379,1,1,386
2019_11_26_10_48_1.304,1,0,275,2019_11_26_10_55_19.848,0,0,0,2019_11_26_11_2_33.411,1,1,979,2019_11_26_11_9_50.533,1,1,1480,2019_11_26_11_17_6.24,1,1,1029,2019_11_26_11_24_23.414,1,0,248
2019_11_26_10_48_4.338,1,0,329,2019_11_26_10_55_22.883,0,0,0,2019_11_26_11_2_36.447,0,0,0,2019_11_26_11_9_53.568,0,0,0,2019_11_26_11_17_9.275,0,0,0,2019_11_26_11_24_26.45,1,0,285
2019_11_26_10_48_7.373,1,0,303,2019_11_26_10_55_25.918,0,0,0,2019_11_26_11_2_39.482,0,0,0,2019_11_26_11_9_56.603,0,0,0,2019_11_26_11_17_12.31,0,0,0,2019_11_26_11_24_29.484,1,1,67
2019_11_26_10_48_10.407,1,0,644,2019_11_26_10_55_28.953,0,0,0,2019_11_26_11_2_42.517,0,0,0,2019_11_26_11_9_59.638,0,0,0,2019_11_26_11_17_15.345,0,0,0,2019_11_26_11_24_32.519,1,0,361
2019_11_26_10_48_13.441,1,0,266,2019_11_26_10_55_31.989,1,1,884,2019_11_26_11_2_45.553,1,1,1178,2019_11_26_11_10_2.673,1,1,959,2019_11_26_11_17_18.38,0,0,0,2019_11_26_11_24_35.554,1,0,462
2019_11_26_10_48_16.475,1,0,288,2019_11_26_10_55_35.024,0,0,0,2019_11_26_11_2_48.588,0,0,0,2019_11_26_11_10_5.708,0,0,0,2019_11_26_11_17_21.415,0,0,0,2019_11_26_11_24_38.589,1,0,212
2019_11_26_10_48_19.51,1,0,309,2019_11_26_10_55_38.06,0,0,0,2019_11_26_11_2_51.623,0,1,0,2019_11_26_11_10_8.743,0,0,0,2019_11_26_11_17_24.45,0,0,0,2019_11_26_11_24_41.624,1,0,202
2019_11_26_10_48_22.544,1,0,475,2019_11_26_10_55_41.095,0,0,0,2019_11_26_11_2_54.659,0,0,0,2019_11_26_11_10_11.778,1,1,1040,2019_11_26_11_17_27.485,0,0,0,2019_11_26_11_24_44.659,1,1,432
2019_11_26_10_48_25.578,1,0,273,2019_11_26_10_55_44.13,0,0,0,2019_11_26_11_2_57.694,1,1,1056,2019_11_26_11_10_14.813,1,1,1350,2019_11_26_11_17_30.52,0,0,0,2019_11_26_11_24_47.694,1,0,389
2019_11_26_10_48_28.613,1,1,278,2019_11_26_10_55_47.165,1,1,689,2019_11_26_11_3_0.729,0,0,0,2019_11_26_11_10_17.848,0,0,0,2019_11_26_11_17_33.555,0,0,0,2019_11_26_11_24_50.729,1,0,651
2019_11_26_10_48_31.647,1,0,268,2019_11_26_10_55_50.201,0,0,0,2019_11_26_11_3_3.765,1,1,1068,2019_11_26_11_10_20.883,0,0,0,2019_11_26_11_17_36.59,0,0,0,2019_11_26_11_24_53.764,1,0,625
2019_11_26_10_48_34.681,1,1,210,2019_11_26_10_55_53.236,0,0,0,2019_11_26_11_3_6.8,0,0,0,2019_11_26_11_10_23.918,0,0,0,2019_11_26_11_17_39.625,0,0,0,2019_11_26_11_24_56.799,1,1,278
2019_11_26_10_48_37.715,1,0,264,2019_11_26_10_55_56.271,0,0,0,2019_11_26_11_3_9.835,0,0,0,2019_11_26_11_10_26.953,1,1,1293,2019_11_26_11_17_42.66,0,0,0,2019_11_26_11_24_59.835,1,0,476
2019_11_26_10_48_40.75,1,0,397,2019_11_26_10_55_59.307,1,1,1528,2019_11_26_11_3_12.87,0,0,0,2019_11_26_11_10_29.988,0,0,0,2019_11_26_11_17_45.695,0,0,0,2019_11_26_11_25_2.869,1,0,210
2019_11_26_10_48_43.784,1,0,259,2019_11_26_10_56_2.342,0,0,0,2019_11_26_11_3_15.905,0,0,0,2019_11_26_11_10_33.023,0,0,0,2019_11_26_11_17_48.73,0,0,0,2019_11_26_11_25_5.904,1,0,344
2019_11_26_10_48_46.818,1,1,313,2019_11_26_10_56_5.377,0,0,0,2019_11_26_11_3_18.941,0,0,0,2019_11_26_11_10_36.058,0,0,0,2019_11_26_11_17_51.765,0,0,0,2019_11_26_11_25_8.938,1,0,333
2019_11_26_10_48_49.852,1,1,431,2019_11_26_10_56_8.413,0,0,0,2019_11_26_11_3_21.976,0,0,0,2019_11_26_11_10_39.093,1,1,548,2019_11_26_11_17_54.8,0,0,0,2019_11_26_11_25_11.973,1,0,307
2019_11_26_10_48_52.887,1,1,308,2019_11_26_10_56_11.448,1,1,1263,2019_11_26_11_3_25.011,0,0,0,2019_11_26_11_10_42.128,0,0,0,2019_11_26_11_17_57.835,0,0,0,2019_11_26_11_25_15.008,1,1,393
2019_11_26_10_48_55.921,1,0,298,2019_11_26_10_56_14.483,0,1,0,2019_11_26_11_3_28.047,1,1,954,2019_11_26_11_10_45.163,1,1,703,2019_11_26_11_18_0.87,0,0,0,2019_11_26_11_25_18.043,1,0,414
2019_11_26_10_48_58.955,1,1,304,2019_11_26_10_56_17.552,0,0,0,2019_11_26_11_3_31.082,0,0,0,2019_11_26_11_10_48.198,1,1,917,2019_11_26_11_18_3.905,1,1,1154,2019_11_26_11_25_21.078,1,0,692
2019_11_26_10_49_1.99,1,0,390,2019_11_26_10_56_20.587,0,0,0,2019_11_26_11_3_34.117,0,0,0,2019_11_26_11_10_51.233,0,0,0,2019_11_26_11_18_6.94,0,0,0,2019_11_26_11_25_24.113,1,0,346
2019_11_26_10_49_5.024,1,0,315,2019_11_26_10_56_23.623,0,0,0,2019_11_26_11_3_37.153,0,0,0,2019_11_26_11_10_54.268,1,1,752,2019_11_26_11_18_9.975,0,0,0,2019_11_26_11_25_27.148,1,0,320
2019_11_26_10_49_8.058,1,0,321,2019_11_26_10_56_26.658,0,0,0,2019_11_26_11_3_40.188,0,0,0,2019_11_26_11_10_57.303,0,0,0,2019_11_26_11_18_13.01,0,0,0,2019_11_26_11_25_30.182,1,1,517
2019_11_26_10_49_11.092,1,1,310,2019_11_26_10_56_29.693,0,0,0,2019_11_26_11_3_43.223,0,0,0,2019_11_26_11_11_0.338,0,0,0,2019_11_26_11_18_16.045,0,0,0,2019_11_26_11_25_33.217,1,0,315
2019_11_26_10_39_3.986,,,,,,,,,,,,,,,,,,,,,,,
