time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2020_5_13_18_7_22.474,1,0,511,2020_5_13_18_14_43.5,0,0,0,2020_5_13_18_22_0.864,0,0,0,2020_5_13_18_29_30.19,1,1,1341,2020_5_13_18_36_50.882,1,0,1625,2020_5_13_18_44_9.341,1,0,350
2020_5_13_18_7_25.489,1,0,456,2020_5_13_18_14_46.514,0,0,0,2020_5_13_18_22_3.879,1,1,1716,2020_5_13_18_29_33.204,0,0,0,2020_5_13_18_36_53.897,0,1,0,2020_5_13_18_44_12.356,1,0,249
2020_5_13_18_7_28.502,1,0,466,2020_5_13_18_14_49.527,0,0,0,2020_5_13_18_22_6.892,1,1,990,2020_5_13_18_29_36.217,1,1,1265,2020_5_13_18_36_56.911,0,0,0,2020_5_13_18_44_15.369,1,1,371
2020_5_13_18_7_31.516,1,0,477,2020_5_13_18_14_52.537,0,0,0,2020_5_13_18_22_9.906,0,0,0,2020_5_13_18_29_39.228,0,0,0,2020_5_13_18_36_59.924,1,1,1207,2020_5_13_18_44_18.383,1,0,557
2020_5_13_18_7_34.53,1,0,439,2020_5_13_18_14_55.551,0,0,0,2020_5_13_18_22_12.919,0,0,0,2020_5_13_18_29_42.238,0,0,0,2020_5_13_18_37_2.939,0,0,0,2020_5_13_18_44_21.397,1,0,456
2020_5_13_18_7_37.545,1,0,416,2020_5_13_18_14_58.564,0,0,0,2020_5_13_18_22_15.933,0,0,0,2020_5_13_18_29_45.249,1,0,1482,2020_5_13_18_37_5.952,0,0,0,2020_5_13_18_44_24.411,1,0,354
2020_5_13_18_7_40.558,1,0,378,2020_5_13_18_15_1.578,0,0,0,2020_5_13_18_22_18.947,0,1,0,2020_5_13_18_29_48.26,0,0,0,2020_5_13_18_37_8.966,0,0,0,2020_5_13_18_44_27.424,1,0,412
2020_5_13_18_7_43.572,1,1,405,2020_5_13_18_15_4.593,0,0,0,2020_5_13_18_22_21.96,0,0,0,2020_5_13_18_29_51.273,0,0,0,2020_5_13_18_37_11.979,0,0,0,2020_5_13_18_44_30.438,1,0,406
2020_5_13_18_7_46.586,1,0,431,2020_5_13_18_15_7.606,0,0,0,2020_5_13_18_22_24.975,0,0,0,2020_5_13_18_29_54.286,0,0,0,2020_5_13_18_37_14.994,0,0,0,2020_5_13_18_44_33.452,1,0,352
2020_5_13_18_7_49.6,1,0,440,2020_5_13_18_15_10.62,0,0,0,2020_5_13_18_22_27.989,0,0,0,2020_5_13_18_29_57.299,0,0,0,2020_5_13_18_37_18.007,0,0,0,2020_5_13_18_44_36.466,1,0,330
2020_5_13_18_7_52.613,1,1,531,2020_5_13_18_15_13.634,0,0,0,2020_5_13_18_22_31.002,0,0,0,2020_5_13_18_30_0.314,0,0,0,2020_5_13_18_37_21.021,0,0,0,2020_5_13_18_44_39.479,1,1,469
2020_5_13_18_7_55.627,1,0,509,2020_5_13_18_15_16.648,1,0,1345,2020_5_13_18_22_34.016,1,0,954,2020_5_13_18_30_3.327,0,0,0,2020_5_13_18_37_24.035,1,1,1273,2020_5_13_18_44_42.494,1,0,431
2020_5_13_18_7_58.642,1,0,760,2020_5_13_18_15_19.662,0,0,0,2020_5_13_18_22_37.03,0,0,0,2020_5_13_18_30_6.341,0,0,0,2020_5_13_18_37_27.049,0,0,0,2020_5_13_18_44_45.507,1,0,505
2020_5_13_18_8_1.655,1,0,449,2020_5_13_18_15_22.675,1,1,1526,2020_5_13_18_22_40.044,0,1,0,2020_5_13_18_30_9.355,0,0,0,2020_5_13_18_37_30.062,0,0,0,2020_5_13_18_44_48.521,1,1,403
2020_5_13_18_8_4.669,1,0,379,2020_5_13_18_15_25.69,1,0,1568,2020_5_13_18_22_43.057,0,0,0,2020_5_13_18_30_12.368,1,1,1898,2020_5_13_18_37_33.075,0,0,0,2020_5_13_18_44_51.534,1,1,429
2020_5_13_18_8_7.684,1,1,373,2020_5_13_18_15_28.703,0,0,0,2020_5_13_18_22_46.07,0,0,0,2020_5_13_18_30_15.382,0,0,0,2020_5_13_18_37_36.086,0,0,0,2020_5_13_18_44_54.549,1,0,343
2020_5_13_18_8_10.697,1,0,400,2020_5_13_18_15_31.717,0,0,0,2020_5_13_18_22_49.085,1,1,1454,2020_5_13_18_30_18.395,0,0,0,2020_5_13_18_37_39.1,0,0,0,2020_5_13_18_44_57.562,1,1,386
2020_5_13_18_8_13.711,1,0,426,2020_5_13_18_15_34.732,0,0,0,2020_5_13_18_22_52.098,0,0,0,2020_5_13_18_30_21.41,0,0,0,2020_5_13_18_37_42.113,0,0,0,2020_5_13_18_45_0.576,1,0,349
2020_5_13_18_8_16.725,1,0,388,2020_5_13_18_15_37.745,0,0,0,2020_5_13_18_22_55.112,0,0,0,2020_5_13_18_30_24.423,0,0,0,2020_5_13_18_37_45.128,1,1,804,2020_5_13_18_45_3.589,1,1,374
2020_5_13_18_8_19.739,1,1,398,2020_5_13_18_15_40.759,0,0,0,2020_5_13_18_22_58.126,0,0,0,2020_5_13_18_30_27.437,0,0,0,2020_5_13_18_37_48.142,0,0,0,2020_5_13_18_45_6.603,1,0,449
2020_5_13_18_8_22.753,1,0,632,2020_5_13_18_15_43.772,0,0,0,2020_5_13_18_23_1.139,0,0,0,2020_5_13_18_30_30.452,0,0,0,2020_5_13_18_37_51.155,1,1,952,2020_5_13_18_45_9.617,1,0,411
2020_5_13_18_8_25.767,1,0,530,2020_5_13_18_15_46.787,1,1,807,2020_5_13_18_23_4.153,0,0,0,2020_5_13_18_30_33.465,1,1,914,2020_5_13_18_37_54.169,0,0,0,2020_5_13_18_45_12.63,1,1,406
2020_5_13_18_8_28.782,1,0,460,2020_5_13_18_15_49.801,0,0,0,2020_5_13_18_23_7.166,0,0,0,2020_5_13_18_30_36.478,0,0,0,2020_5_13_18_37_57.183,0,0,0,2020_5_13_18_45_15.645,1,0,320
2020_5_13_18_8_31.796,1,0,422,2020_5_13_18_15_52.814,1,0,1787,2020_5_13_18_23_10.181,0,0,0,2020_5_13_18_30_39.492,1,1,1191,2020_5_13_18_38_0.197,1,1,1814,2020_5_13_18_45_18.658,1,1,298
2020_5_13_18_8_34.809,1,1,384,2020_5_13_18_15_55.829,0,0,0,2020_5_13_18_23_13.194,0,0,0,2020_5_13_18_30_42.506,0,0,0,2020_5_13_18_38_3.21,0,1,0,2020_5_13_18_45_21.672,1,0,452
2020_5_13_18_8_37.822,1,1,442,2020_5_13_18_15_58.843,0,0,0,2020_5_13_18_23_16.208,0,1,0,2020_5_13_18_30_45.519,0,0,0,2020_5_13_18_38_6.223,0,0,0,2020_5_13_18_45_24.685,1,0,366
2020_5_13_18_8_40.837,1,0,404,2020_5_13_18_16_1.856,0,0,0,2020_5_13_18_23_19.219,0,1,0,2020_5_13_18_30_48.533,0,0,0,2020_5_13_18_38_9.233,0,0,0,2020_5_13_18_45_27.7,1,0,312
2020_5_13_18_8_43.851,1,0,446,2020_5_13_18_16_4.87,0,0,0,2020_5_13_18_23_22.229,0,0,0,2020_5_13_18_30_51.546,0,0,0,2020_5_13_18_38_12.243,0,1,0,2020_5_13_18_45_30.714,1,0,307
2020_5_13_18_8_46.864,1,0,488,2020_5_13_18_16_7.885,0,0,0,2020_5_13_18_23_25.24,0,0,0,2020_5_13_18_30_54.561,0,0,0,2020_5_13_18_38_15.257,0,0,0,2020_5_13_18_45_33.724,1,1,368
2020_5_13_18_8_49.878,1,1,322,2020_5_13_18_16_10.898,0,1,0,2020_5_13_18_23_28.253,0,0,0,2020_5_13_18_30_57.574,0,0,0,2020_5_13_18_38_18.271,0,0,0,2020_5_13_18_45_36.738,1,0,330
2020_5_13_18_8_52.893,1,0,348,2020_5_13_18_16_13.912,1,1,1057,2020_5_13_18_23_31.264,0,0,0,2020_5_13_18_31_0.587,0,0,0,2020_5_13_18_38_21.284,1,1,1479,2020_5_13_18_45_39.752,1,0,308
2020_5_13_18_8_55.907,1,0,406,2020_5_13_18_16_16.925,1,1,988,2020_5_13_18_23_34.278,0,0,0,2020_5_13_18_31_3.602,0,0,0,2020_5_13_18_38_24.298,0,0,0,2020_5_13_18_45_42.765,1,0,303
2020_5_13_18_8_58.92,1,0,400,2020_5_13_18_16_19.94,1,1,1350,2020_5_13_18_23_37.291,1,0,1519,2020_5_13_18_31_6.615,0,0,0,2020_5_13_18_38_27.31,1,0,1741,2020_5_13_18_45_45.779,1,0,281
2020_5_13_18_9_1.935,1,0,491,2020_5_13_18_16_22.953,0,0,0,2020_5_13_18_23_40.306,1,1,1145,2020_5_13_18_31_9.629,0,0,0,2020_5_13_18_38_30.324,0,0,0,2020_5_13_18_45_48.793,1,0,307
2020_5_13_18_9_4.948,1,0,405,2020_5_13_18_16_25.967,1,1,1899,2020_5_13_18_23_43.319,0,0,0,2020_5_13_18_31_12.642,1,1,1400,2020_5_13_18_38_33.337,1,1,1202,2020_5_13_18_45_51.807,1,0,318
2020_5_13_18_9_7.962,1,0,383,2020_5_13_18_16_28.981,0,0,0,2020_5_13_18_23_46.333,0,0,0,2020_5_13_18_31_15.657,0,1,0,2020_5_13_18_38_36.351,1,1,924,2020_5_13_18_45_54.82,1,0,264
2020_5_13_18_9_10.975,1,1,409,2020_5_13_18_16_31.996,0,0,0,2020_5_13_18_23_49.346,0,1,0,2020_5_13_18_31_18.67,0,0,0,2020_5_13_18_38_39.365,0,0,0,2020_5_13_18_45_57.835,1,1,369
2020_5_13_18_9_13.99,1,1,387,2020_5_13_18_16_35.009,0,0,0,2020_5_13_18_23_52.361,0,0,0,2020_5_13_18_31_21.684,1,0,839,2020_5_13_18_38_42.379,1,1,1665,2020_5_13_18_46_0.848,1,0,540
2020_5_13_18_9_17.003,1,0,381,2020_5_13_18_16_38.022,0,0,0,2020_5_13_18_23_55.374,0,0,0,2020_5_13_18_31_24.698,0,0,0,2020_5_13_18_38_45.393,0,0,0,2020_5_13_18_46_3.862,1,1,423
2020_5_13_18_9_20.017,1,0,343,2020_5_13_18_16_41.037,0,0,0,2020_5_13_18_23_58.388,0,0,0,2020_5_13_18_31_27.712,1,0,1435,2020_5_13_18_38_48.407,0,0,0,2020_5_13_18_46_6.875,1,0,305
2020_5_13_18_9_23.032,1,0,402,2020_5_13_18_16_44.05,1,1,1127,2020_5_13_18_24_1.403,0,0,0,2020_5_13_18_31_30.725,0,0,0,2020_5_13_18_38_51.42,1,0,1759,2020_5_13_18_46_9.889,1,0,251
2020_5_13_18_9_26.045,1,0,364,2020_5_13_18_16_47.064,0,0,0,2020_5_13_18_24_4.416,0,0,0,2020_5_13_18_31_33.738,0,1,0,2020_5_13_18_38_54.434,0,0,0,2020_5_13_18_46_12.903,1,1,262
2020_5_13_18_9_29.059,1,0,342,2020_5_13_18_16_50.078,1,1,1499,2020_5_13_18_24_7.43,0,0,0,2020_5_13_18_31_36.753,0,0,0,2020_5_13_18_38_57.447,0,0,0,2020_5_13_18_46_15.916,1,1,384
2020_5_13_18_9_32.072,1,1,432,2020_5_13_18_16_53.092,0,0,0,2020_5_13_18_24_10.443,0,0,0,2020_5_13_18_31_39.766,0,0,0,2020_5_13_18_39_0.462,0,0,0,2020_5_13_18_46_18.93,1,0,746
2020_5_13_18_9_35.087,1,0,394,2020_5_13_18_16_56.106,0,0,0,2020_5_13_18_24_13.458,0,0,0,2020_5_13_18_31_42.78,0,0,0,2020_5_13_18_39_3.475,0,0,0,2020_5_13_18_46_21.944,1,0,484
2020_5_13_18_9_38.1,1,0,421,2020_5_13_18_16_59.119,0,0,0,2020_5_13_18_24_16.471,1,1,867,2020_5_13_18_31_45.794,1,1,969,2020_5_13_18_39_6.488,0,0,0,2020_5_13_18_46_24.958,1,0,383
2020_5_13_18_9_41.114,1,0,383,2020_5_13_18_17_2.134,1,1,1140,2020_5_13_18_24_19.485,0,0,0,2020_5_13_18_31_48.808,0,0,0,2020_5_13_18_39_9.502,0,1,0,2020_5_13_18_46_27.972,1,0,1
2020_5_13_18_9_44.129,1,1,376,2020_5_13_18_17_5.147,0,0,0,2020_5_13_18_24_22.498,0,0,0,2020_5_13_18_31_51.821,0,0,0,2020_5_13_18_39_12.516,0,0,0,2020_5_13_18_46_30.986,1,0,290
2020_5_13_18_9_47.143,1,1,481,2020_5_13_18_17_8.161,1,1,680,2020_5_13_18_24_25.512,0,1,0,2020_5_13_18_31_54.835,0,0,0,2020_5_13_18_39_15.529,0,0,0,2020_5_13_18_46_34,1,0,268
2020_5_13_18_9_50.157,1,0,347,2020_5_13_18_17_11.176,0,0,0,2020_5_13_18_24_28.526,0,0,0,2020_5_13_18_31_57.85,1,0,1218,2020_5_13_18_39_18.543,0,0,0,2020_5_13_18_46_37.013,1,1,246
2020_5_13_18_9_53.17,1,0,390,2020_5_13_18_17_14.19,1,1,796,2020_5_13_18_24_31.539,0,0,0,2020_5_13_18_32_0.863,1,1,1292,2020_5_13_18_39_21.557,0,0,0,2020_5_13_18_46_40.028,1,0,305
2020_5_13_18_9_56.182,1,0,323,2020_5_13_18_17_17.202,0,0,0,2020_5_13_18_24_34.553,0,0,0,2020_5_13_18_32_3.877,1,1,1926,2020_5_13_18_39_24.57,0,0,0,2020_5_13_18_46_43.041,1,0,347
2020_5_13_18_9_59.196,1,0,349,2020_5_13_18_17_20.212,0,0,0,2020_5_13_18_24_37.567,0,0,0,2020_5_13_18_32_6.892,1,1,928,2020_5_13_18_39_27.583,0,0,0,2020_5_13_18_46_46.055,1,0,293
2020_5_13_18_10_2.207,1,1,410,2020_5_13_18_17_23.223,1,1,819,2020_5_13_18_24_40.58,1,1,1894,2020_5_13_18_32_9.905,0,0,0,2020_5_13_18_39_30.597,0,0,0,2020_5_13_18_46_49.069,1,0,304
2020_5_13_18_10_5.218,1,0,360,2020_5_13_18_17_26.234,1,1,560,2020_5_13_18_24_43.594,1,1,1504,2020_5_13_18_32_12.919,0,0,0,2020_5_13_18_39_33.611,1,1,1904,2020_5_13_18_46_52.083,1,0,361
2020_5_13_18_10_8.229,1,1,404,2020_5_13_18_17_29.243,0,0,0,2020_5_13_18_24_46.609,1,1,986,2020_5_13_18_32_15.932,0,0,0,2020_5_13_18_39_36.624,0,0,0,2020_5_13_18_46_55.097,1,1,340
2020_5_13_18_10_11.238,1,0,450,2020_5_13_18_17_32.254,1,1,652,2020_5_13_18_24_49.622,0,1,0,2020_5_13_18_32_18.947,1,1,1001,2020_5_13_18_39_39.637,1,1,950,2020_5_13_18_46_58.11,1,0,334
2020_5_13_18_10_14.248,1,1,400,2020_5_13_18_17_35.268,0,0,0,2020_5_13_18_24_52.636,0,0,0,2020_5_13_18_32_21.96,0,0,0,2020_5_13_18_39_42.652,1,1,1600,2020_5_13_18_47_1.124,1,0,408
2020_5_13_18_10_17.259,1,0,447,2020_5_13_18_17_38.281,1,1,944,2020_5_13_18_24_55.65,1,1,1113,2020_5_13_18_32_24.974,0,0,0,2020_5_13_18_39_45.666,0,0,0,2020_5_13_18_47_4.139,1,0,370
2020_5_13_18_10_20.272,1,0,440,2020_5_13_18_17_41.295,0,0,0,2020_5_13_18_24_58.664,0,0,0,2020_5_13_18_32_27.988,0,0,0,2020_5_13_18_39_48.679,1,1,484,2020_5_13_18_47_7.153,1,1,300
2020_5_13_18_10_23.284,1,1,501,2020_5_13_18_17_44.309,0,1,0,2020_5_13_18_25_1.677,0,1,0,2020_5_13_18_32_31.002,0,0,0,2020_5_13_18_39_51.692,0,1,0,2020_5_13_18_47_10.166,1,0,278
2020_5_13_18_10_26.299,1,0,447,2020_5_13_18_17_47.325,0,0,0,2020_5_13_18_25_4.69,0,0,0,2020_5_13_18_32_34.015,0,0,0,2020_5_13_18_39_54.707,0,0,0,2020_5_13_18_47_13.181,1,0,336
2020_5_13_18_10_29.313,1,0,456,2020_5_13_18_17_50.338,0,0,0,2020_5_13_18_25_7.705,0,1,0,2020_5_13_18_32_37.029,1,1,1526,2020_5_13_18_39_57.72,0,0,0,2020_5_13_18_47_16.195,1,0,282
2020_5_13_18_10_32.326,1,0,322,2020_5_13_18_17_53.352,1,1,881,2020_5_13_18_25_10.718,0,0,0,2020_5_13_18_32_40.043,1,1,993,2020_5_13_18_40_0.734,0,0,0,2020_5_13_18_47_19.209,1,0,308
2020_5_13_18_10_35.34,1,0,380,2020_5_13_18_17_56.367,0,0,0,2020_5_13_18_25_13.731,0,0,0,2020_5_13_18_32_43.056,0,0,0,2020_5_13_18_40_3.748,0,0,0,2020_5_13_18_47_22.219,1,0,305
2020_5_13_18_10_38.355,1,1,375,2020_5_13_18_17_59.38,0,0,0,2020_5_13_18_25_16.746,0,0,0,2020_5_13_18_32_46.07,0,0,0,2020_5_13_18_40_6.761,0,0,0,2020_5_13_18_47_25.231,1,0,478
2020_5_13_18_10_41.369,1,0,464,2020_5_13_18_18_2.394,0,0,0,2020_5_13_18_25_19.756,0,0,0,2020_5_13_18_32_49.084,0,0,0,2020_5_13_18_40_9.775,0,0,0,2020_5_13_18_47_28.241,1,0,395
2020_5_13_18_10_44.382,1,1,411,2020_5_13_18_18_5.409,0,0,0,2020_5_13_18_25_22.77,1,0,1480,2020_5_13_18_32_52.098,1,1,761,2020_5_13_18_40_12.789,0,0,0,2020_5_13_18_47_31.251,1,0,473
2020_5_13_18_10_47.396,1,0,469,2020_5_13_18_18_8.422,0,0,0,2020_5_13_18_25_25.782,0,0,0,2020_5_13_18_32_55.112,1,1,1107,2020_5_13_18_40_15.804,0,0,0,2020_5_13_18_47_34.263,1,0,326
2020_5_13_18_10_50.41,1,0,447,2020_5_13_18_18_11.435,0,0,0,2020_5_13_18_25_28.797,0,0,0,2020_5_13_18_32_58.125,1,0,894,2020_5_13_18_40_18.818,0,0,0,2020_5_13_18_47_37.276,1,0,321
2020_5_13_18_10_53.424,1,0,489,2020_5_13_18_18_14.449,0,0,0,2020_5_13_18_25_31.81,0,0,0,2020_5_13_18_33_1.14,1,0,1048,2020_5_13_18_40_21.832,0,0,0,2020_5_13_18_47_40.29,1,1,298
2020_5_13_18_10_56.437,1,0,532,2020_5_13_18_18_17.463,0,0,0,2020_5_13_18_25_34.823,0,0,0,2020_5_13_18_33_4.153,0,0,0,2020_5_13_18_40_24.845,0,0,0,2020_5_13_18_47_43.303,1,1,325
2020_5_13_18_10_59.452,1,0,397,2020_5_13_18_18_20.477,0,0,0,2020_5_13_18_25_37.837,0,0,0,2020_5_13_18_33_7.166,1,1,1325,2020_5_13_18_40_27.86,0,0,0,2020_5_13_18_47_46.318,1,0,351
2020_5_13_18_11_2.465,1,0,344,2020_5_13_18_18_23.49,1,1,1495,2020_5_13_18_25_40.851,0,1,0,2020_5_13_18_33_10.18,0,0,0,2020_5_13_18_40_30.873,0,0,0,2020_5_13_18_47_49.331,1,0,585
2020_5_13_18_11_5.479,1,1,338,2020_5_13_18_18_26.503,0,0,0,2020_5_13_18_25_43.865,0,0,0,2020_5_13_18_33_13.194,0,0,0,2020_5_13_18_40_33.887,1,0,1421,2020_5_13_18_47_52.345,1,0,323
2020_5_13_18_11_8.492,1,1,348,2020_5_13_18_18_29.516,0,0,0,2020_5_13_18_25_46.878,1,1,1388,2020_5_13_18_33_16.208,1,1,1083,2020_5_13_18_40_36.901,1,1,1623,2020_5_13_18_47_55.359,1,1,334
2020_5_13_18_11_11.507,1,1,374,2020_5_13_18_18_32.53,1,1,600,2020_5_13_18_25_49.893,0,0,0,2020_5_13_18_33_19.218,1,1,906,2020_5_13_18_40_39.915,0,0,0,2020_5_13_18_47_58.373,1,1,888
2020_5_13_18_11_14.52,1,0,368,2020_5_13_18_18_35.543,1,1,1154,2020_5_13_18_25_52.907,0,1,0,2020_5_13_18_33_22.229,0,0,0,2020_5_13_18_40_42.928,0,0,0,2020_5_13_18_48_1.386,1,0,546
2020_5_13_18_11_17.534,1,0,411,2020_5_13_18_18_38.558,0,0,0,2020_5_13_18_25_55.92,0,0,0,2020_5_13_18_33_25.239,1,1,596,2020_5_13_18_40_45.943,1,1,1397,2020_5_13_18_48_4.4,1,1,525
2020_5_13_18_11_20.549,1,1,341,2020_5_13_18_18_41.572,0,0,0,2020_5_13_18_25_58.933,1,1,1125,2020_5_13_18_33_28.25,0,0,0,2020_5_13_18_40_48.957,0,0,0,2020_5_13_18_48_7.414,1,0,279
2020_5_13_18_11_23.562,1,0,415,2020_5_13_18_18_44.585,0,0,0,2020_5_13_18_26_1.948,0,0,0,2020_5_13_18_33_31.263,0,0,0,2020_5_13_18_40_51.971,0,0,0,2020_5_13_18_48_10.428,1,1,1
2020_5_13_18_11_26.576,1,0,521,2020_5_13_18_18_47.6,0,0,0,2020_5_13_18_26_4.961,0,0,0,2020_5_13_18_33_34.277,0,0,0,2020_5_13_18_40_54.984,1,0,1012,2020_5_13_18_48_13.442,1,0,314
2020_5_13_18_11_29.589,1,0,355,2020_5_13_18_18_50.614,0,0,0,2020_5_13_18_26_7.975,0,0,0,2020_5_13_18_33_37.291,0,0,0,2020_5_13_18_40_57.999,1,1,1518,2020_5_13_18_48_16.457,1,0,340
2020_5_13_18_11_32.604,1,1,493,2020_5_13_18_18_53.627,0,0,0,2020_5_13_18_26_10.989,0,0,0,2020_5_13_18_33_40.305,0,0,0,2020_5_13_18_41_1.012,0,0,0,2020_5_13_18_48_19.471,1,1,366
2020_5_13_18_11_35.618,1,0,391,2020_5_13_18_18_56.641,0,0,0,2020_5_13_18_26_14.003,0,0,0,2020_5_13_18_33_43.32,0,0,0,2020_5_13_18_41_4.025,1,1,946,2020_5_13_18_48_22.485,1,0,296
2020_5_13_18_1_29.025,,,,,,,,,,,,,,,,,,,,,,,
