time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2020_7_31_14_59_54.189,1,0,376,2020_7_31_15_7_15.543,0,0,0,2020_7_31_15_14_36.564,0,0,0,2020_7_31_15_21_50.65,1,1,555,2020_7_31_15_29_4.252,0,0,0,2020_7_31_15_36_15.003,1,0,282
2020_7_31_14_59_57.223,1,0,334,2020_7_31_15_7_18.577,0,0,0,2020_7_31_15_14_39.598,1,1,1094,2020_7_31_15_21_53.684,0,0,0,2020_7_31_15_29_7.286,0,1,0,2020_7_31_15_36_18.037,1,0,303
2020_7_31_15_0_0.257,1,0,324,2020_7_31_15_7_21.612,0,0,0,2020_7_31_15_14_42.633,1,1,1820,2020_7_31_15_21_56.718,1,1,775,2020_7_31_15_29_10.32,0,0,0,2020_7_31_15_36_21.071,1,1,341
2020_7_31_15_0_3.292,1,0,314,2020_7_31_15_7_24.646,0,0,0,2020_7_31_15_14_45.667,0,0,0,2020_7_31_15_21_59.752,0,0,0,2020_7_31_15_29_13.354,0,1,0,2020_7_31_15_36_24.105,1,0,267
2020_7_31_15_0_6.326,1,0,399,2020_7_31_15_7_27.68,0,0,0,2020_7_31_15_14_48.701,0,0,0,2020_7_31_15_22_2.787,0,0,0,2020_7_31_15_29_16.422,0,0,0,2020_7_31_15_36_27.14,1,0,353
2020_7_31_15_0_9.36,1,0,357,2020_7_31_15_7_30.715,1,0,1754,2020_7_31_15_14_51.736,0,0,0,2020_7_31_15_22_5.821,0,0,0,2020_7_31_15_29_19.456,0,0,0,2020_7_31_15_36_30.174,1,0,342
2020_7_31_15_0_12.394,1,0,443,2020_7_31_15_7_33.749,0,0,0,2020_7_31_15_14_54.77,0,1,0,2020_7_31_15_22_8.855,0,0,0,2020_7_31_15_29_22.49,0,0,0,2020_7_31_15_36_33.208,1,0,348
2020_7_31_15_0_15.429,1,1,528,2020_7_31_15_7_36.783,0,0,0,2020_7_31_15_14_57.804,0,0,0,2020_7_31_15_22_11.89,0,0,0,2020_7_31_15_29_25.525,0,0,0,2020_7_31_15_36_36.243,1,0,322
2020_7_31_15_0_18.463,1,0,646,2020_7_31_15_7_39.817,0,0,0,2020_7_31_15_15_0.838,1,0,1198,2020_7_31_15_22_14.924,0,0,0,2020_7_31_15_29_28.559,0,0,0,2020_7_31_15_36_39.277,1,0,328
2020_7_31_15_0_21.497,1,0,764,2020_7_31_15_7_42.852,1,0,1249,2020_7_31_15_15_3.873,0,0,0,2020_7_31_15_22_17.958,0,0,0,2020_7_31_15_29_31.593,0,0,0,2020_7_31_15_36_42.311,1,0,349
2020_7_31_15_0_24.532,1,1,1041,2020_7_31_15_7_45.886,0,0,0,2020_7_31_15_15_6.907,0,0,0,2020_7_31_15_22_20.992,0,0,0,2020_7_31_15_29_34.628,0,0,0,2020_7_31_15_36_45.345,1,1,307
2020_7_31_15_0_27.566,1,0,1175,2020_7_31_15_7_48.921,0,0,0,2020_7_31_15_15_9.941,0,0,0,2020_7_31_15_22_24.027,0,0,0,2020_7_31_15_29_37.662,0,1,0,2020_7_31_15_36_48.38,1,0,329
2020_7_31_15_0_30.6,1,0,621,2020_7_31_15_7_51.955,0,0,0,2020_7_31_15_15_12.975,0,0,0,2020_7_31_15_22_27.061,0,0,0,2020_7_31_15_29_40.696,0,0,0,2020_7_31_15_36_51.414,1,0,350
2020_7_31_15_0_33.634,1,0,419,2020_7_31_15_7_54.989,1,1,840,2020_7_31_15_15_16.01,1,1,347,2020_7_31_15_22_30.095,0,0,0,2020_7_31_15_29_43.731,0,0,0,2020_7_31_15_36_54.448,1,1,356
2020_7_31_15_0_36.669,1,0,328,2020_7_31_15_7_58.023,0,0,0,2020_7_31_15_15_19.044,0,0,0,2020_7_31_15_22_33.129,1,1,539,2020_7_31_15_29_46.765,0,0,0,2020_7_31_15_36_57.483,1,1,330
2020_7_31_15_0_39.703,1,1,286,2020_7_31_15_8_1.057,0,0,0,2020_7_31_15_15_22.078,0,0,0,2020_7_31_15_22_36.164,0,0,0,2020_7_31_15_29_49.799,0,0,0,2020_7_31_15_37_0.517,1,0,560
2020_7_31_15_0_42.737,1,0,340,2020_7_31_15_8_4.092,0,0,0,2020_7_31_15_15_25.113,0,1,0,2020_7_31_15_22_39.198,0,0,0,2020_7_31_15_29_52.833,0,0,0,2020_7_31_15_37_3.551,1,1,325
2020_7_31_15_0_45.772,1,0,330,2020_7_31_15_8_7.126,0,0,0,2020_7_31_15_15_28.147,0,0,0,2020_7_31_15_22_42.233,0,0,0,2020_7_31_15_29_55.868,0,0,0,2020_7_31_15_37_6.585,1,0,315
2020_7_31_15_0_48.806,1,0,399,2020_7_31_15_8_10.16,0,0,0,2020_7_31_15_15_31.181,0,0,0,2020_7_31_15_22_45.267,0,0,0,2020_7_31_15_29_58.902,1,1,1151,2020_7_31_15_37_9.62,1,1,305
2020_7_31_15_0_51.84,1,1,309,2020_7_31_15_8_13.194,0,0,0,2020_7_31_15_15_34.216,0,0,0,2020_7_31_15_22_48.301,0,0,0,2020_7_31_15_30_1.936,0,0,0,2020_7_31_15_37_12.654,1,0,342
2020_7_31_15_0_54.874,1,0,363,2020_7_31_15_8_16.229,0,0,0,2020_7_31_15_15_37.25,0,0,0,2020_7_31_15_22_51.335,0,0,0,2020_7_31_15_30_4.97,1,1,1722,2020_7_31_15_37_15.688,1,0,300
2020_7_31_15_0_57.909,1,0,304,2020_7_31_15_8_19.263,1,1,1926,2020_7_31_15_15_40.284,0,0,0,2020_7_31_15_22_54.369,1,1,899,2020_7_31_15_30_8.005,0,0,0,2020_7_31_15_37_18.723,1,1,370
2020_7_31_15_1_0.943,1,0,374,2020_7_31_15_8_22.297,0,0,0,2020_7_31_15_15_43.318,0,0,0,2020_7_31_15_22_57.404,0,0,0,2020_7_31_15_30_11.039,0,0,0,2020_7_31_15_37_21.79,1,0,1862
2020_7_31_15_1_3.977,1,0,348,2020_7_31_15_8_25.332,0,0,0,2020_7_31_15_15_46.353,0,0,0,2020_7_31_15_23_0.438,1,1,559,2020_7_31_15_30_14.073,0,1,0,2020_7_31_15_37_24.824,1,1,588
2020_7_31_15_1_7.012,1,1,338,2020_7_31_15_8_28.366,0,0,0,2020_7_31_15_15_49.387,0,0,0,2020_7_31_15_23_3.472,0,0,0,2020_7_31_15_30_17.108,1,1,849,2020_7_31_15_37_27.859,1,0,386
2020_7_31_15_1_10.045,1,1,327,2020_7_31_15_8_31.4,0,0,0,2020_7_31_15_15_52.421,1,1,368,2020_7_31_15_23_6.507,0,0,0,2020_7_31_15_30_20.142,0,0,0,2020_7_31_15_37_30.893,1,0,503
2020_7_31_15_1_13.08,1,0,333,2020_7_31_15_8_34.434,0,0,0,2020_7_31_15_15_55.455,1,1,1045,2020_7_31_15_23_9.541,0,0,0,2020_7_31_15_30_23.176,0,0,0,2020_7_31_15_37_33.927,1,0,397
2020_7_31_15_1_16.114,1,0,323,2020_7_31_15_8_37.469,0,0,0,2020_7_31_15_15_58.49,0,0,0,2020_7_31_15_23_12.576,1,0,469,2020_7_31_15_30_26.21,0,1,0,2020_7_31_15_37_36.962,1,0,323
2020_7_31_15_1_19.149,1,0,376,2020_7_31_15_8_40.503,0,0,0,2020_7_31_15_16_1.524,0,0,0,2020_7_31_15_23_15.609,0,0,0,2020_7_31_15_30_29.245,0,0,0,2020_7_31_15_37_39.996,1,1,296
2020_7_31_15_1_22.183,1,1,254,2020_7_31_15_8_43.537,1,1,852,2020_7_31_15_16_4.558,0,0,0,2020_7_31_15_23_18.644,0,0,0,2020_7_31_15_30_32.279,0,0,0,2020_7_31_15_37_43.03,1,0,430
2020_7_31_15_1_25.217,1,0,308,2020_7_31_15_8_46.571,1,1,1513,2020_7_31_15_16_7.593,0,0,0,2020_7_31_15_23_21.678,0,0,0,2020_7_31_15_30_35.313,0,1,0,2020_7_31_15_37_46.064,1,0,308
2020_7_31_15_1_28.251,1,0,249,2020_7_31_15_8_49.606,0,1,0,2020_7_31_15_16_10.627,0,0,0,2020_7_31_15_23_24.712,0,0,0,2020_7_31_15_30_38.348,0,0,0,2020_7_31_15_37_49.099,1,0,362
2020_7_31_15_1_31.286,1,0,335,2020_7_31_15_8_52.64,0,1,0,2020_7_31_15_16_13.661,0,0,0,2020_7_31_15_23_27.747,0,0,0,2020_7_31_15_30_41.382,0,0,0,2020_7_31_15_37_52.133,1,0,223
2020_7_31_15_1_34.32,1,0,357,2020_7_31_15_8_55.674,0,0,0,2020_7_31_15_16_16.695,1,1,1005,2020_7_31_15_23_30.781,0,0,0,2020_7_31_15_30_44.416,0,0,0,2020_7_31_15_37_55.167,1,0,277
2020_7_31_15_1_37.354,1,0,299,2020_7_31_15_8_58.709,0,1,0,2020_7_31_15_16_19.73,0,0,0,2020_7_31_15_23_33.815,1,1,365,2020_7_31_15_30_47.45,1,1,698,2020_7_31_15_37_58.202,1,0,331
2020_7_31_15_1_40.389,1,0,288,2020_7_31_15_9_1.743,0,0,0,2020_7_31_15_16_22.764,0,0,0,2020_7_31_15_23_36.849,1,1,1395,2020_7_31_15_30_50.485,1,1,511,2020_7_31_15_38_1.236,1,0,320
2020_7_31_15_1_43.423,1,1,294,2020_7_31_15_9_4.777,0,0,0,2020_7_31_15_16_25.798,0,1,0,2020_7_31_15_23_39.884,0,0,0,2020_7_31_15_30_53.519,0,0,0,2020_7_31_15_38_4.27,1,1,294
2020_7_31_15_1_46.457,1,1,316,2020_7_31_15_9_7.811,0,0,0,2020_7_31_15_16_28.832,0,0,0,2020_7_31_15_23_42.918,0,0,0,2020_7_31_15_30_56.553,1,1,379,2020_7_31_15_38_7.304,1,0,348
2020_7_31_15_1_49.491,1,0,434,2020_7_31_15_9_10.845,0,0,0,2020_7_31_15_16_31.867,0,0,0,2020_7_31_15_23_45.952,0,0,0,2020_7_31_15_30_59.588,0,0,0,2020_7_31_15_38_10.339,1,1,417
2020_7_31_15_1_52.526,1,0,343,2020_7_31_15_9_13.88,0,0,0,2020_7_31_15_16_34.901,0,0,0,2020_7_31_15_23_48.987,0,0,0,2020_7_31_15_31_2.622,0,0,0,2020_7_31_15_38_13.373,1,0,327
2020_7_31_15_1_55.56,1,0,365,2020_7_31_15_9_16.914,1,1,738,2020_7_31_15_16_37.935,0,0,0,2020_7_31_15_23_52.021,0,0,0,2020_7_31_15_31_5.656,0,0,0,2020_7_31_15_38_16.407,1,0,381
2020_7_31_15_1_58.594,1,0,275,2020_7_31_15_9_19.949,0,0,0,2020_7_31_15_16_40.97,0,0,0,2020_7_31_15_23_55.055,1,1,742,2020_7_31_15_31_8.69,0,0,0,2020_7_31_15_38_19.442,1,1,291
2020_7_31_15_2_1.629,1,0,281,2020_7_31_15_9_22.983,0,1,0,2020_7_31_15_16_44.004,0,0,0,2020_7_31_15_23_58.089,0,0,0,2020_7_31_15_31_11.725,0,0,0,2020_7_31_15_38_22.476,1,1,312
2020_7_31_15_2_4.663,1,1,302,2020_7_31_15_9_26.017,0,0,0,2020_7_31_15_16_47.038,0,0,0,2020_7_31_15_24_1.124,0,0,0,2020_7_31_15_31_14.759,0,0,0,2020_7_31_15_38_25.51,1,0,318
2020_7_31_15_2_7.697,1,0,260,2020_7_31_15_9_29.051,0,0,0,2020_7_31_15_16_50.072,0,0,0,2020_7_31_15_24_4.158,0,0,0,2020_7_31_15_31_17.793,0,0,0,2020_7_31_15_38_28.544,1,0,324
2020_7_31_15_2_10.731,1,0,345,2020_7_31_15_9_32.086,0,0,0,2020_7_31_15_16_53.107,0,1,0,2020_7_31_15_24_7.192,1,1,1484,2020_7_31_15_31_20.827,0,0,0,2020_7_31_15_38_31.579,1,0,506
2020_7_31_15_2_13.766,1,0,287,2020_7_31_15_9_35.12,1,1,869,2020_7_31_15_16_56.141,0,0,0,2020_7_31_15_24_10.226,0,0,0,2020_7_31_15_31_23.862,1,1,575,2020_7_31_15_38_34.612,1,0,335
2020_7_31_15_2_16.8,1,1,325,2020_7_31_15_9_38.154,0,0,0,2020_7_31_15_16_59.175,0,0,0,2020_7_31_15_24_13.261,0,0,0,2020_7_31_15_31_26.896,0,0,0,2020_7_31_15_38_37.647,0,0,0
2020_7_31_15_2_19.834,1,1,347,2020_7_31_15_9_41.189,0,1,0,2020_7_31_15_17_2.21,1,1,451,2020_7_31_15_24_16.295,0,0,0,2020_7_31_15_31_29.93,0,0,0,2020_7_31_15_38_40.681,1,0,1259
2020_7_31_15_2_22.868,1,0,240,2020_7_31_15_9_44.223,0,0,0,2020_7_31_15_17_5.244,0,0,0,2020_7_31_15_24_19.329,0,0,0,2020_7_31_15_31_32.965,0,0,0,2020_7_31_15_38_43.716,1,1,289
2020_7_31_15_2_25.903,1,0,246,2020_7_31_15_9_47.257,1,1,892,2020_7_31_15_17_8.278,0,0,0,2020_7_31_15_24_22.364,1,1,521,2020_7_31_15_31_35.999,0,0,0,2020_7_31_15_38_46.75,1,0,294
2020_7_31_15_2_28.937,1,0,268,2020_7_31_15_9_50.291,0,0,0,2020_7_31_15_17_11.312,0,0,0,2020_7_31_15_24_25.398,1,1,559,2020_7_31_15_31_39.033,0,0,0,2020_7_31_15_38_49.784,1,0,284
2020_7_31_15_2_31.971,1,0,322,2020_7_31_15_9_53.326,0,0,0,2020_7_31_15_17_14.347,0,0,0,2020_7_31_15_24_28.432,1,1,420,2020_7_31_15_31_42.067,0,0,0,2020_7_31_15_38_52.819,1,0,290
2020_7_31_15_2_35.006,1,1,311,2020_7_31_15_9_56.36,1,1,685,2020_7_31_15_17_17.381,0,1,0,2020_7_31_15_24_31.466,0,0,0,2020_7_31_15_31_45.102,0,0,0,2020_7_31_15_38_55.853,1,0,263
2020_7_31_15_2_38.04,1,0,301,2020_7_31_15_9_59.394,1,1,1219,2020_7_31_15_17_20.415,1,1,469,2020_7_31_15_24_34.501,0,0,0,2020_7_31_15_31_48.136,0,1,0,2020_7_31_15_38_58.887,1,0,301
2020_7_31_15_2_41.074,1,1,307,2020_7_31_15_10_2.429,0,0,0,2020_7_31_15_17_23.449,0,1,0,2020_7_31_15_24_37.535,0,0,0,2020_7_31_15_31_51.17,0,0,0,2020_7_31_15_39_1.921,1,1,259
2020_7_31_15_2_44.109,1,0,281,2020_7_31_15_10_5.463,1,1,718,2020_7_31_15_17_26.484,1,1,529,2020_7_31_15_24_40.569,1,1,667,2020_7_31_15_31_54.205,0,1,0,2020_7_31_15_39_4.956,1,0,265
2020_7_31_15_2_47.143,1,1,286,2020_7_31_15_10_8.497,0,0,0,2020_7_31_15_17_29.518,0,0,0,2020_7_31_15_24_43.604,0,0,0,2020_7_31_15_31_57.239,0,1,0,2020_7_31_15_39_7.99,1,0,270
2020_7_31_15_2_50.177,1,0,308,2020_7_31_15_10_11.532,1,1,473,2020_7_31_15_17_32.552,0,1,0,2020_7_31_15_24_46.638,0,0,0,2020_7_31_15_32_0.273,0,0,0,2020_7_31_15_39_11.024,1,0,260
2020_7_31_15_2_53.211,1,0,266,2020_7_31_15_10_14.566,0,0,0,2020_7_31_15_17_35.587,0,0,0,2020_7_31_15_24_49.672,0,0,0,2020_7_31_15_32_3.307,1,1,489,2020_7_31_15_39_14.059,1,1,234
2020_7_31_15_2_56.246,1,1,303,2020_7_31_15_10_17.6,1,1,661,2020_7_31_15_17_38.621,0,1,0,2020_7_31_15_24_52.706,0,0,0,2020_7_31_15_32_6.342,1,1,415,2020_7_31_15_39_17.093,1,0,319
2020_7_31_15_2_59.28,1,0,309,2020_7_31_15_10_20.634,0,0,0,2020_7_31_15_17_41.655,0,0,0,2020_7_31_15_24_55.741,0,0,0,2020_7_31_15_32_9.376,0,0,0,2020_7_31_15_39_20.127,1,0,277
2020_7_31_15_3_2.314,1,0,379,2020_7_31_15_10_23.668,0,0,0,2020_7_31_15_17_44.689,0,1,0,2020_7_31_15_24_58.775,1,1,638,2020_7_31_15_32_12.41,0,0,0,2020_7_31_15_39_23.161,1,0,267
2020_7_31_15_3_5.348,1,0,273,2020_7_31_15_10_26.703,1,1,1174,2020_7_31_15_17_47.724,0,0,0,2020_7_31_15_25_1.809,1,1,1011,2020_7_31_15_32_15.445,0,0,0,2020_7_31_15_39_26.196,1,0,241
2020_7_31_15_3_8.383,1,0,278,2020_7_31_15_10_29.737,0,0,0,2020_7_31_15_17_50.758,0,0,0,2020_7_31_15_25_4.844,0,0,0,2020_7_31_15_32_18.479,0,0,0,2020_7_31_15_39_29.23,1,0,310
2020_7_31_15_3_11.417,1,1,364,2020_7_31_15_10_32.771,1,0,402,2020_7_31_15_17_53.792,0,0,0,2020_7_31_15_25_7.878,0,0,0,2020_7_31_15_32_21.513,0,0,0,2020_7_31_15_39_32.264,1,0,300
2020_7_31_15_3_14.451,1,0,306,2020_7_31_15_10_35.806,0,0,0,2020_7_31_15_17_56.827,0,0,0,2020_7_31_15_25_10.912,0,0,0,2020_7_31_15_32_24.548,0,0,0,2020_7_31_15_39_35.298,1,0,322
2020_7_31_15_3_17.486,1,1,263,2020_7_31_15_10_38.84,0,0,0,2020_7_31_15_17_59.861,0,0,0,2020_7_31_15_25_13.946,1,1,1402,2020_7_31_15_32_27.582,0,0,0,2020_7_31_15_39_38.333,1,0,439
2020_7_31_15_3_20.52,1,0,285,2020_7_31_15_10_41.874,0,0,0,2020_7_31_15_18_2.895,0,0,0,2020_7_31_15_25_16.981,1,1,1072,2020_7_31_15_32_30.616,0,0,0,2020_7_31_15_39_41.367,1,0,285
2020_7_31_15_3_23.554,1,0,323,2020_7_31_15_10_44.908,0,0,0,2020_7_31_15_18_5.929,0,0,0,2020_7_31_15_25_20.015,0,0,0,2020_7_31_15_32_33.65,0,0,0,2020_7_31_15_39_44.401,1,0,275
2020_7_31_15_3_26.588,1,0,345,2020_7_31_15_10_47.943,0,0,0,2020_7_31_15_18_8.964,0,0,0,2020_7_31_15_25_23.049,0,0,0,2020_7_31_15_32_36.685,0,0,0,2020_7_31_15_39_47.436,1,1,409
2020_7_31_15_3_29.623,1,0,270,2020_7_31_15_10_50.977,0,0,0,2020_7_31_15_18_11.998,0,0,0,2020_7_31_15_25_26.083,0,0,0,2020_7_31_15_32_39.719,0,0,0,2020_7_31_15_39_50.47,1,1,254
2020_7_31_15_3_32.657,1,0,308,2020_7_31_15_10_54.012,0,0,0,2020_7_31_15_18_15.032,0,0,0,2020_7_31_15_25_29.118,1,1,439,2020_7_31_15_32_42.753,1,0,1699,2020_7_31_15_39_53.504,1,0,292
2020_7_31_15_3_35.691,1,0,282,2020_7_31_15_10_57.046,1,1,847,2020_7_31_15_18_18.067,1,1,754,2020_7_31_15_25_32.152,0,0,0,2020_7_31_15_32_45.787,0,0,0,2020_7_31_15_39_56.538,1,0,282
2020_7_31_15_3_38.726,1,1,336,2020_7_31_15_11_0.08,0,0,0,2020_7_31_15_18_21.101,0,0,0,2020_7_31_15_25_35.186,0,0,0,2020_7_31_15_32_48.822,0,0,0,2020_7_31_15_39_59.573,1,0,272
2020_7_31_15_3_41.76,1,1,373,2020_7_31_15_11_3.114,0,0,0,2020_7_31_15_18_24.135,0,1,0,2020_7_31_15_25_38.221,1,1,1576,2020_7_31_15_32_51.856,1,1,1764,2020_7_31_15_40_2.607,1,1,309
2020_7_31_15_3_44.794,1,1,347,2020_7_31_15_11_6.149,1,1,608,2020_7_31_15_18_27.169,0,0,0,2020_7_31_15_25_41.255,1,1,830,2020_7_31_15_32_54.89,1,0,1258,2020_7_31_15_40_5.641,1,1,331
2020_7_31_15_3_47.828,1,0,273,2020_7_31_15_11_9.183,1,1,806,2020_7_31_15_18_30.204,0,1,0,2020_7_31_15_25_44.289,0,0,0,2020_7_31_15_32_57.924,0,0,0,2020_7_31_15_40_8.675,1,0,321
2020_7_31_15_3_50.863,1,0,262,2020_7_31_15_11_12.217,0,0,0,2020_7_31_15_18_33.238,0,0,0,2020_7_31_15_25_47.323,1,1,1289,2020_7_31_15_33_0.959,0,1,0,2020_7_31_15_40_11.71,1,1,262
2020_7_31_15_3_53.897,1,1,428,2020_7_31_15_11_15.252,0,0,0,2020_7_31_15_18_36.272,0,1,0,2020_7_31_15_25_50.358,0,0,0,2020_7_31_15_33_3.993,0,0,0,2020_7_31_15_40_14.744,1,0,620
2020_7_31_15_3_56.931,1,0,306,2020_7_31_15_11_18.286,0,0,0,2020_7_31_15_18_39.307,0,0,0,2020_7_31_15_25_53.392,0,0,0,2020_7_31_15_33_7.027,0,0,0,2020_7_31_15_40_17.778,1,1,386
2020_7_31_15_3_59.965,1,0,360,2020_7_31_15_11_21.32,0,0,0,2020_7_31_15_18_42.341,0,0,0,2020_7_31_15_25_56.426,0,0,0,2020_7_31_15_33_10.062,0,0,0,2020_7_31_15_40_20.813,1,0,680
2020_7_31_15_4_3,1,0,269,2020_7_31_15_11_24.354,0,0,0,2020_7_31_15_18_45.375,0,0,0,2020_7_31_15_25_59.461,0,0,0,2020_7_31_15_33_13.096,0,1,0,2020_7_31_15_40_23.847,1,0,333
2020_7_31_15_4_6.034,1,1,259,2020_7_31_15_11_27.388,0,0,0,2020_7_31_15_18_48.409,0,0,0,2020_7_31_15_26_2.495,0,0,0,2020_7_31_15_33_16.13,0,0,0,2020_7_31_15_40_26.881,1,1,355
2020_7_31_15_4_9.068,1,0,297,2020_7_31_15_11_30.423,0,0,0,2020_7_31_15_18_51.444,0,0,0,2020_7_31_15_26_5.529,0,0,0,2020_7_31_15_33_19.164,0,1,0,2020_7_31_15_40_29.916,1,0,313
2020_7_31_14_53_58.945,,,,,,,,,,,,,,,,,,,,,,,
