time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2020_5_14_10_4_17.624,1,0,863,2020_5_14_10_11_33.432,1,1,759,2020_5_14_10_18_48.274,1,1,1509,2020_5_14_10_26_0.431,1,1,799,2020_5_14_10_33_10.87,0,0,0,2020_5_14_10_40_21.096,1,0,918
2020_5_14_10_4_20.675,1,0,597,2020_5_14_10_11_36.484,0,0,0,2020_5_14_10_18_51.325,0,0,0,2020_5_14_10_26_3.482,0,0,0,2020_5_14_10_33_13.905,1,1,949,2020_5_14_10_40_24.147,1,1,476
2020_5_14_10_4_23.71,1,0,698,2020_5_14_10_11_39.518,0,0,0,2020_5_14_10_18_54.36,0,0,0,2020_5_14_10_26_6.517,0,0,0,2020_5_14_10_33_16.956,0,0,0,2020_5_14_10_40_27.198,1,0,1073
2020_5_14_10_4_26.761,1,0,527,2020_5_14_10_11_42.553,0,0,0,2020_5_14_10_18_57.394,0,0,0,2020_5_14_10_26_9.552,0,0,0,2020_5_14_10_33_19.991,0,0,0,2020_5_14_10_40_30.249,1,0,902
2020_5_14_10_4_29.813,1,1,676,2020_5_14_10_11_45.588,1,0,989,2020_5_14_10_19_0.429,0,0,0,2020_5_14_10_26_12.586,1,1,822,2020_5_14_10_33_23.026,1,0,1029,2020_5_14_10_40_33.3,1,0,411
2020_5_14_10_4_32.864,1,0,537,2020_5_14_10_11_48.639,0,0,0,2020_5_14_10_19_3.464,0,0,0,2020_5_14_10_26_15.638,1,1,971,2020_5_14_10_33_26.077,0,0,0,2020_5_14_10_40_36.351,1,0,768
2020_5_14_10_4_35.899,1,0,863,2020_5_14_10_11_51.674,0,0,0,2020_5_14_10_19_6.499,1,1,1015,2020_5_14_10_26_18.689,0,0,0,2020_5_14_10_33_29.112,0,1,0,2020_5_14_10_40_39.402,1,0,645
2020_5_14_10_4_38.95,1,0,836,2020_5_14_10_11_54.708,0,0,0,2020_5_14_10_19_9.55,0,1,0,2020_5_14_10_26_21.724,1,1,965,2020_5_14_10_33_32.146,0,0,0,2020_5_14_10_40_42.453,1,1,586
2020_5_14_10_4_41.985,1,0,922,2020_5_14_10_11_57.743,0,0,0,2020_5_14_10_19_12.585,0,0,0,2020_5_14_10_26_24.775,0,0,0,2020_5_14_10_33_35.181,1,1,811,2020_5_14_10_40_45.504,1,0,511
2020_5_14_10_4_45.019,1,0,528,2020_5_14_10_12_0.778,0,0,0,2020_5_14_10_19_15.619,0,0,0,2020_5_14_10_26_27.81,0,0,0,2020_5_14_10_33_38.232,0,0,0,2020_5_14_10_40_48.556,1,0,788
2020_5_14_10_4_48.071,1,0,645,2020_5_14_10_12_3.813,0,0,0,2020_5_14_10_19_18.654,0,0,0,2020_5_14_10_26_30.844,0,0,0,2020_5_14_10_33_41.267,0,0,0,2020_5_14_10_40_51.607,1,0,585
2020_5_14_10_4_51.105,1,0,714,2020_5_14_10_12_6.847,0,0,0,2020_5_14_10_19_21.689,1,1,1362,2020_5_14_10_26_33.879,0,0,0,2020_5_14_10_33_44.302,0,0,0,2020_5_14_10_40_54.658,1,0,670
2020_5_14_10_4_54.157,1,1,960,2020_5_14_10_12_9.882,0,0,0,2020_5_14_10_19_24.74,0,0,0,2020_5_14_10_26_36.914,0,0,0,2020_5_14_10_33_47.336,0,0,0,2020_5_14_10_40_57.709,1,0,723
2020_5_14_10_4_57.191,1,0,597,2020_5_14_10_12_12.916,0,0,0,2020_5_14_10_19_27.775,0,0,0,2020_5_14_10_26_39.948,0,0,0,2020_5_14_10_33_50.371,0,0,0,2020_5_14_10_41_0.76,1,0,696
2020_5_14_10_5_0.226,1,0,955,2020_5_14_10_12_15.951,0,0,0,2020_5_14_10_19_30.809,0,0,0,2020_5_14_10_26_42.983,0,0,0,2020_5_14_10_33_53.406,0,0,0,2020_5_14_10_41_3.811,1,0,525
2020_5_14_10_5_3.261,1,1,1185,2020_5_14_10_12_18.986,0,0,0,2020_5_14_10_19_33.844,0,0,0,2020_5_14_10_26_46.018,0,0,0,2020_5_14_10_33_56.44,0,0,0,2020_5_14_10_41_6.862,1,1,434
2020_5_14_10_5_6.312,1,0,742,2020_5_14_10_12_22.021,0,0,0,2020_5_14_10_19_36.879,0,0,0,2020_5_14_10_26_49.052,0,0,0,2020_5_14_10_33_59.475,0,1,0,2020_5_14_10_41_9.914,1,0,455
2020_5_14_10_5_9.363,1,0,987,2020_5_14_10_12_25.055,0,0,0,2020_5_14_10_19_39.913,0,0,0,2020_5_14_10_26_52.087,0,0,0,2020_5_14_10_34_2.51,0,0,0,2020_5_14_10_41_12.965,1,0,492
2020_5_14_10_5_12.414,1,0,896,2020_5_14_10_12_28.09,1,1,1228,2020_5_14_10_19_42.948,1,1,1098,2020_5_14_10_26_55.122,0,0,0,2020_5_14_10_34_5.544,0,0,0,2020_5_14_10_41_16.016,1,1,481
2020_5_14_10_5_15.449,1,0,1078,2020_5_14_10_12_31.141,0,0,0,2020_5_14_10_19_45.999,0,0,0,2020_5_14_10_26_58.156,1,1,777,2020_5_14_10_34_8.579,0,0,0,2020_5_14_10_41_19.067,1,1,454
2020_5_14_10_5_18.501,1,1,762,2020_5_14_10_12_34.176,0,0,0,2020_5_14_10_19_49.034,0,0,0,2020_5_14_10_27_1.208,0,0,0,2020_5_14_10_34_11.614,0,0,0,2020_5_14_10_41_22.118,1,0,363
2020_5_14_10_5_21.552,1,0,608,2020_5_14_10_12_37.211,0,0,0,2020_5_14_10_19_52.069,0,1,0,2020_5_14_10_27_4.242,0,0,0,2020_5_14_10_34_14.648,0,0,0,2020_5_14_10_41_25.169,1,1,593
2020_5_14_10_5_24.587,1,0,677,2020_5_14_10_12_40.245,0,0,0,2020_5_14_10_19_55.153,0,0,0,2020_5_14_10_27_7.277,0,0,0,2020_5_14_10_34_17.683,0,0,0,2020_5_14_10_41_28.22,1,0,598
2020_5_14_10_5_27.621,1,0,651,2020_5_14_10_12_43.28,0,0,0,2020_5_14_10_19_58.188,0,0,0,2020_5_14_10_27_10.312,0,0,0,2020_5_14_10_34_20.718,1,1,1536,2020_5_14_10_41_31.271,1,1,730
2020_5_14_10_5_30.656,1,1,561,2020_5_14_10_12_46.314,0,0,0,2020_5_14_10_20_1.223,0,0,0,2020_5_14_10_27_13.346,0,0,0,2020_5_14_10_34_23.769,0,0,0,2020_5_14_10_41_34.323,1,0,656
2020_5_14_10_5_33.691,1,0,678,2020_5_14_10_12_49.349,0,0,0,2020_5_14_10_20_4.257,0,0,0,2020_5_14_10_27_16.381,0,0,0,2020_5_14_10_34_26.804,1,1,939,2020_5_14_10_41_37.374,1,0,485
2020_5_14_10_5_36.742,1,0,459,2020_5_14_10_12_52.384,1,1,681,2020_5_14_10_20_7.292,0,0,0,2020_5_14_10_27_19.416,1,1,737,2020_5_14_10_34_29.855,0,0,0,2020_5_14_10_41_40.425,1,1,778
2020_5_14_10_5_39.793,1,0,417,2020_5_14_10_12_55.436,0,0,0,2020_5_14_10_20_10.327,0,0,0,2020_5_14_10_27_22.467,0,0,0,2020_5_14_10_34_32.89,0,0,0,2020_5_14_10_41_43.476,1,0,575
2020_5_14_10_5_42.828,1,0,598,2020_5_14_10_12_58.47,0,0,0,2020_5_14_10_20_13.361,0,0,0,2020_5_14_10_27_25.502,1,1,971,2020_5_14_10_34_35.925,1,1,1147,2020_5_14_10_41_46.527,1,1,692
2020_5_14_10_5_45.879,1,1,507,2020_5_14_10_13_1.505,0,0,0,2020_5_14_10_20_16.396,0,0,0,2020_5_14_10_27_28.553,0,0,0,2020_5_14_10_34_38.976,1,1,1297,2020_5_14_10_41_49.578,1,0,809
2020_5_14_10_5_48.914,1,1,433,2020_5_14_10_13_4.539,0,0,0,2020_5_14_10_20_19.431,1,1,1116,2020_5_14_10_27_31.588,0,0,0,2020_5_14_10_34_42.027,0,0,0,2020_5_14_10_41_52.629,1,0,846
2020_5_14_10_5_51.965,1,0,406,2020_5_14_10_13_7.574,0,0,0,2020_5_14_10_20_22.482,1,1,833,2020_5_14_10_27_34.622,0,0,0,2020_5_14_10_34_45.062,0,0,0,2020_5_14_10_41_55.68,1,0,899
2020_5_14_10_5_55,1,0,732,2020_5_14_10_13_10.609,0,0,0,2020_5_14_10_20_25.533,0,0,0,2020_5_14_10_27_37.657,0,0,0,2020_5_14_10_34_48.097,1,1,1089,2020_5_14_10_41_58.732,1,0,808
2020_5_14_10_5_58.051,1,0,833,2020_5_14_10_13_13.643,0,0,0,2020_5_14_10_20_28.568,0,0,0,2020_5_14_10_27_40.692,0,0,0,2020_5_14_10_34_51.148,0,0,0,2020_5_14_10_42_1.783,1,1,653
2020_5_14_10_6_1.103,1,1,662,2020_5_14_10_13_16.678,1,1,807,2020_5_14_10_20_31.603,0,0,0,2020_5_14_10_27_43.726,0,0,0,2020_5_14_10_34_54.183,0,0,0,2020_5_14_10_42_4.834,1,0,770
2020_5_14_10_6_4.138,1,0,444,2020_5_14_10_13_19.729,0,1,0,2020_5_14_10_20_34.637,0,0,0,2020_5_14_10_27_46.761,0,0,0,2020_5_14_10_34_57.217,1,1,946,2020_5_14_10_42_7.885,1,0,983
2020_5_14_10_6_7.189,1,0,768,2020_5_14_10_13_22.764,1,1,849,2020_5_14_10_20_37.672,0,0,0,2020_5_14_10_27_49.796,0,0,0,2020_5_14_10_35_0.268,0,0,0,2020_5_14_10_42_10.936,1,0,860
2020_5_14_10_6_10.223,1,0,918,2020_5_14_10_13_25.815,1,1,1238,2020_5_14_10_20_40.707,0,0,0,2020_5_14_10_27_52.83,0,0,0,2020_5_14_10_35_3.304,1,0,1244,2020_5_14_10_42_13.987,1,0,737
2020_5_14_10_6_13.275,1,0,715,2020_5_14_10_13_28.867,0,0,0,2020_5_14_10_20_43.741,1,1,1096,2020_5_14_10_27_55.865,0,0,0,2020_5_14_10_35_6.355,0,0,0,2020_5_14_10_42_17.038,1,0,838
2020_5_14_10_6_16.326,1,0,593,2020_5_14_10_13_31.901,1,1,929,2020_5_14_10_20_46.793,0,0,0,2020_5_14_10_27_58.9,1,1,762,2020_5_14_10_35_9.389,1,1,1335,2020_5_14_10_42_20.089,1,0,715
2020_5_14_10_6_19.361,1,0,566,2020_5_14_10_13_34.953,0,0,0,2020_5_14_10_20_49.827,0,0,0,2020_5_14_10_28_1.951,1,1,831,2020_5_14_10_35_12.441,0,1,0,2020_5_14_10_42_23.14,1,0,800
2020_5_14_10_6_22.396,1,1,572,2020_5_14_10_13_37.988,0,0,0,2020_5_14_10_20_52.862,1,1,969,2020_5_14_10_28_5.002,0,0,0,2020_5_14_10_35_15.475,0,0,0,2020_5_14_10_42_26.192,1,1,1109
2020_5_14_10_6_25.43,1,1,833,2020_5_14_10_13_41.022,0,0,0,2020_5_14_10_20_55.913,0,0,0,2020_5_14_10_28_8.037,0,0,0,2020_5_14_10_35_18.51,1,1,791,2020_5_14_10_42_29.243,1,0,922
2020_5_14_10_6_28.465,1,0,759,2020_5_14_10_13_44.057,0,0,0,2020_5_14_10_20_58.948,0,0,0,2020_5_14_10_28_11.072,0,0,0,2020_5_14_10_35_21.561,0,0,0,2020_5_14_10_42_32.294,1,1,767
2020_5_14_10_6_31.516,1,0,701,2020_5_14_10_13_47.091,0,0,0,2020_5_14_10_21_1.983,0,0,0,2020_5_14_10_28_14.106,0,0,0,2020_5_14_10_35_24.596,0,0,0,2020_5_14_10_42_35.345,1,0,597
2020_5_14_10_6_34.551,1,0,578,2020_5_14_10_13_50.126,1,1,739,2020_5_14_10_21_5.017,0,0,0,2020_5_14_10_28_17.141,0,0,0,2020_5_14_10_35_27.631,0,0,0,2020_5_14_10_42_38.396,1,0,873
2020_5_14_10_6_37.586,1,0,1096,2020_5_14_10_13_53.177,0,0,0,2020_5_14_10_21_8.052,0,0,0,2020_5_14_10_28_20.176,1,1,848,2020_5_14_10_35_30.665,0,0,0,2020_5_14_10_42_41.447,1,1,543
2020_5_14_10_6_40.637,1,0,813,2020_5_14_10_13_56.212,1,1,653,2020_5_14_10_21_11.087,0,0,0,2020_5_14_10_28_23.227,0,0,0,2020_5_14_10_35_33.7,0,0,0,2020_5_14_10_42_44.498,1,1,532
2020_5_14_10_6_43.688,1,1,1058,2020_5_14_10_13_59.263,0,0,0,2020_5_14_10_21_14.121,0,0,0,2020_5_14_10_28_26.262,0,0,0,2020_5_14_10_35_36.735,0,0,0,2020_5_14_10_42_47.549,1,0,729
2020_5_14_10_6_46.739,1,0,999,2020_5_14_10_14_2.298,0,0,0,2020_5_14_10_21_17.156,0,0,0,2020_5_14_10_28_29.296,0,0,0,2020_5_14_10_35_39.769,0,0,0,2020_5_14_10_42_50.601,1,0,750
2020_5_14_10_6_49.791,1,0,1260,2020_5_14_10_14_5.333,0,0,0,2020_5_14_10_21_20.191,1,1,523,2020_5_14_10_28_32.331,1,1,839,2020_5_14_10_35_42.804,0,0,0,2020_5_14_10_42_53.652,1,0,451
2020_5_14_10_6_52.825,1,0,946,2020_5_14_10_14_8.367,0,1,0,2020_5_14_10_21_23.242,0,0,0,2020_5_14_10_28_35.382,0,0,0,2020_5_14_10_35_45.839,1,1,1979,2020_5_14_10_42_56.703,1,0,408
2020_5_14_10_6_55.86,1,1,919,2020_5_14_10_14_11.402,0,0,0,2020_5_14_10_21_26.277,0,0,0,2020_5_14_10_28_38.417,0,0,0,2020_5_14_10_35_48.89,0,0,0,2020_5_14_10_42_59.754,1,0,397
2020_5_14_10_6_58.912,1,1,957,2020_5_14_10_14_14.437,1,1,671,2020_5_14_10_21_29.312,1,1,1484,2020_5_14_10_28_41.452,0,0,0,2020_5_14_10_35_51.925,0,0,0,2020_5_14_10_43_2.805,1,0,386
2020_5_14_10_7_1.963,1,0,834,2020_5_14_10_14_17.488,0,0,0,2020_5_14_10_21_32.363,0,0,0,2020_5_14_10_28_44.486,0,0,0,2020_5_14_10_35_54.96,0,0,0,2020_5_14_10_43_5.856,1,1,839
2020_5_14_10_7_4.997,1,0,999,2020_5_14_10_14_20.523,1,1,778,2020_5_14_10_21_35.398,0,0,0,2020_5_14_10_28_47.521,1,1,611,2020_5_14_10_35_57.994,0,0,0,2020_5_14_10_43_8.907,1,0,1180
2020_5_14_10_7_8.049,1,0,876,2020_5_14_10_14_23.574,0,0,0,2020_5_14_10_21_38.432,0,0,0,2020_5_14_10_28_50.572,1,1,919,2020_5_14_10_36_1.029,0,0,0,2020_5_14_10_43_11.958,1,0,833
2020_5_14_10_7_11.084,1,0,1202,2020_5_14_10_14_26.609,0,0,0,2020_5_14_10_21_41.467,0,0,0,2020_5_14_10_28_53.624,1,1,1101,2020_5_14_10_36_4.063,0,0,0,2020_5_14_10_43_15.009,1,0,710
2020_5_14_10_7_14.135,1,1,1271,2020_5_14_10_14_29.643,1,1,762,2020_5_14_10_21_44.502,1,1,1400,2020_5_14_10_28_56.675,0,0,0,2020_5_14_10_36_7.098,0,0,0,2020_5_14_10_43_18.061,1,0,779
2020_5_14_10_7_17.17,1,0,1229,2020_5_14_10_14_32.695,1,1,671,2020_5_14_10_21_47.553,0,1,0,2020_5_14_10_28_59.71,0,0,0,2020_5_14_10_36_10.133,1,1,840,2020_5_14_10_43_21.112,1,0,496
2020_5_14_10_7_20.204,1,1,803,2020_5_14_10_14_35.746,0,0,0,2020_5_14_10_21_50.588,0,1,0,2020_5_14_10_29_2.744,0,0,0,2020_5_14_10_36_13.184,0,0,0,2020_5_14_10_43_24.163,1,1,1237
2020_5_14_10_7_23.239,1,0,1401,2020_5_14_10_14_38.781,1,1,730,2020_5_14_10_21_53.622,0,1,0,2020_5_14_10_29_5.779,1,1,1491,2020_5_14_10_36_16.219,1,1,818,2020_5_14_10_43_27.214,1,0,954
2020_5_14_10_7_26.274,1,1,894,2020_5_14_10_14_41.832,0,0,0,2020_5_14_10_21_56.657,0,0,0,2020_5_14_10_29_8.831,0,0,0,2020_5_14_10_36_19.27,1,1,1575,2020_5_14_10_43_30.265,1,0,655
2020_5_14_10_7_29.325,1,0,1635,2020_5_14_10_14_44.867,0,1,0,2020_5_14_10_21_59.692,0,1,0,2020_5_14_10_29_11.865,0,0,0,2020_5_14_10_36_22.321,0,0,0,2020_5_14_10_43_33.316,1,0,564
2020_5_14_10_7_32.376,1,0,1144,2020_5_14_10_14_47.935,0,0,0,2020_5_14_10_22_2.726,0,0,0,2020_5_14_10_29_14.9,0,0,0,2020_5_14_10_36_25.356,1,1,1122,2020_5_14_10_43_36.367,1,1,953
2020_5_14_10_7_35.411,1,1,1182,2020_5_14_10_14_50.969,1,1,655,2020_5_14_10_22_5.761,1,1,1119,2020_5_14_10_29_17.935,0,0,0,2020_5_14_10_36_28.408,1,1,807,2020_5_14_10_43_39.418,1,0,927
2020_5_14_10_7_38.463,1,0,1107,2020_5_14_10_14_54.021,0,0,0,2020_5_14_10_22_8.812,0,0,0,2020_5_14_10_29_20.969,0,0,0,2020_5_14_10_36_31.459,0,0,0,2020_5_14_10_43_42.47,1,0,691
2020_5_14_10_7_41.497,1,0,1017,2020_5_14_10_14_57.055,0,0,0,2020_5_14_10_22_11.847,1,1,858,2020_5_14_10_29_24.004,1,1,772,2020_5_14_10_36_34.493,0,0,0,2020_5_14_10_43_45.521,1,0,569
2020_5_14_10_7_44.548,1,0,814,2020_5_14_10_15_0.09,1,1,1104,2020_5_14_10_22_14.898,0,0,0,2020_5_14_10_29_27.055,1,1,1065,2020_5_14_10_36_37.528,0,0,0,2020_5_14_10_43_48.572,1,0,334
2020_5_14_10_7_47.6,1,0,1011,2020_5_14_10_15_3.142,0,0,0,2020_5_14_10_22_17.933,0,0,0,2020_5_14_10_29_30.106,0,0,0,2020_5_14_10_36_40.563,0,0,0,2020_5_14_10_43_51.623,1,0,515
2020_5_14_10_7_50.634,1,1,808,2020_5_14_10_15_6.176,0,0,0,2020_5_14_10_22_20.967,1,0,522,2020_5_14_10_29_33.141,0,0,0,2020_5_14_10_36_43.597,0,0,0,2020_5_14_10_43_54.674,1,0,408
2020_5_14_10_7_53.669,1,0,1598,2020_5_14_10_15_9.211,0,0,0,2020_5_14_10_22_24.019,0,0,0,2020_5_14_10_29_36.176,0,0,0,2020_5_14_10_36_46.632,0,0,0,2020_5_14_10_43_57.725,1,0,845
2020_5_14_10_7_56.72,1,1,1219,2020_5_14_10_15_12.245,0,0,0,2020_5_14_10_22_27.054,0,0,0,2020_5_14_10_29_39.211,1,1,1632,2020_5_14_10_36_49.667,0,0,0,2020_5_14_10_44_0.776,1,0,818
2020_5_14_10_7_59.755,1,0,1113,2020_5_14_10_15_15.28,0,0,0,2020_5_14_10_22_30.088,0,0,0,2020_5_14_10_29_42.262,1,1,805,2020_5_14_10_36_52.701,0,0,0,2020_5_14_10_44_3.828,1,0,551
2020_5_14_10_8_2.79,1,0,1023,2020_5_14_10_15_18.315,0,0,0,2020_5_14_10_22_33.123,0,0,0,2020_5_14_10_29_45.314,0,0,0,2020_5_14_10_36_55.736,0,0,0,2020_5_14_10_44_6.879,1,0,524
2020_5_14_10_8_5.841,1,0,852,2020_5_14_10_15_21.35,0,0,0,2020_5_14_10_22_36.158,0,0,0,2020_5_14_10_29_48.348,0,0,0,2020_5_14_10_36_58.771,0,0,0,2020_5_14_10_44_9.93,1,1,705
2020_5_14_10_8_8.876,1,0,841,2020_5_14_10_15_24.384,0,0,0,2020_5_14_10_22_39.192,0,0,0,2020_5_14_10_29_51.382,0,0,0,2020_5_14_10_37_1.805,0,0,0,2020_5_14_10_44_12.981,1,1,726
2020_5_14_10_8_11.927,1,0,894,2020_5_14_10_15_27.419,0,0,0,2020_5_14_10_22_42.227,0,0,0,2020_5_14_10_29_54.417,1,1,1579,2020_5_14_10_37_4.84,0,0,0,2020_5_14_10_44_16.032,1,0,587
2020_5_14_10_8_14.978,1,0,851,2020_5_14_10_15_30.454,1,1,856,2020_5_14_10_22_45.262,1,1,760,2020_5_14_10_29_57.469,0,0,0,2020_5_14_10_37_7.875,0,0,0,2020_5_14_10_44_19.083,1,0,800
2020_5_14_10_8_18.03,1,1,681,2020_5_14_10_15_33.505,0,0,0,2020_5_14_10_22_48.313,0,0,0,2020_5_14_10_30_0.503,0,0,0,2020_5_14_10_37_10.909,0,0,0,2020_5_14_10_44_22.134,1,0,757
2020_5_14_10_8_21.081,1,1,910,2020_5_14_10_15_36.54,0,0,0,2020_5_14_10_22_51.348,1,1,898,2020_5_14_10_30_3.538,1,1,859,2020_5_14_10_37_13.944,1,1,876,2020_5_14_10_44_25.185,1,1,570
2020_5_14_10_8_24.116,1,1,1315,2020_5_14_10_15_39.574,1,1,777,2020_5_14_10_22_54.399,0,0,0,2020_5_14_10_30_6.589,1,1,944,2020_5_14_10_37_16.995,0,0,0,2020_5_14_10_44_28.237,1,1,543
2020_5_14_10_8_27.167,1,0,728,2020_5_14_10_15_42.626,1,1,701,2020_5_14_10_22_57.434,1,1,1101,2020_5_14_10_30_9.641,0,0,0,2020_5_14_10_37_20.029,0,0,0,2020_5_14_10_44_31.288,1,0,788
2020_5_14_10_8_30.218,1,0,797,2020_5_14_10_15_45.677,0,0,0,2020_5_14_10_23_0.485,0,0,0,2020_5_14_10_30_12.675,0,1,0,2020_5_14_10_37_23.063,1,1,1133,2020_5_14_10_44_34.339,1,1,697
2020_5_14_10_8_33.253,1,1,419,2020_5_14_10_15_48.712,0,0,0,2020_5_14_10_23_3.52,1,1,808,2020_5_14_10_30_15.71,0,0,0,2020_5_14_10_37_26.115,0,0,0,2020_5_14_10_44_37.39,1,0,926
2020_5_14_10_8_36.288,1,0,1129,2020_5_14_10_15_51.746,0,0,0,2020_5_14_10_23_6.571,0,0,0,2020_5_14_10_30_18.745,0,0,0,2020_5_14_10_37_29.149,1,0,1432,2020_5_14_10_44_40.441,1,1,899
2020_5_14_10_8_39.339,1,0,846,2020_5_14_10_15_54.781,0,0,0,2020_5_14_10_23_9.606,0,0,0,2020_5_14_10_30_21.779,0,0,0,2020_5_14_10_37_32.2,1,0,1917,2020_5_14_10_44_43.491,1,0,841
2020_5_14_10_8_42.374,1,0,564,2020_5_14_10_15_57.816,0,0,0,2020_5_14_10_23_12.641,0,0,0,2020_5_14_10_30_24.814,0,0,0,2020_5_14_10_37_35.251,0,1,0,2020_5_14_10_44_46.543,1,0,846
2020_5_14_10_8_45.408,1,1,505,2020_5_14_10_16_0.85,0,0,0,2020_5_14_10_23_15.675,0,0,0,2020_5_14_10_30_27.849,0,0,0,2020_5_14_10_37_38.286,0,0,0,2020_5_14_10_44_49.594,1,1,611
2020_5_14_10_8_48.443,1,0,895,2020_5_14_10_16_3.885,0,0,0,2020_5_14_10_23_18.71,0,0,0,2020_5_14_10_30_30.883,0,0,0,2020_5_14_10_37_41.32,1,1,845,2020_5_14_10_44_52.645,1,0,855
2020_5_14_9_58_41.513,,,,,,,,,,,,,,,,,,,,,,,
