time,b1.Rsp,b1.CRsp,b1.RT,time,b2.Rsp,b2.CRsp,b2.RT,time,b3.Rsp,b3.CRsp,b3.RT,time,b4.Rsp,b4.CRsp,b4.RT,time,b5.Rsp,b5.CRsp,b5.RT,time,b6.Rsp,b6.CRsp,b6.RT
2020_7_31_17_2_19.313,1,0,257,2020_7_31_17_9_47.82,0,0,0,2020_7_31_17_17_5.323,0,0,0,2020_7_31_17_24_18.908,0,0,0,2020_7_31_17_31_32.827,0,0,0,2020_7_31_17_38_44.912,1,0,850
2020_7_31_17_2_22.348,1,0,263,2020_7_31_17_9_50.854,1,1,444,2020_7_31_17_17_8.357,0,0,0,2020_7_31_17_24_21.943,0,0,0,2020_7_31_17_31_35.862,0,0,0,2020_7_31_17_38_47.946,1,0,760
2020_7_31_17_2_25.382,1,1,301,2020_7_31_17_9_53.888,0,0,0,2020_7_31_17_17_11.392,0,0,0,2020_7_31_17_24_24.977,0,0,0,2020_7_31_17_31_38.896,0,0,0,2020_7_31_17_38_50.981,1,0,861
2020_7_31_17_2_28.416,1,1,258,2020_7_31_17_9_56.923,0,0,0,2020_7_31_17_17_14.426,0,0,0,2020_7_31_17_24_28.011,1,1,807,2020_7_31_17_31_41.93,0,0,0,2020_7_31_17_38_54.015,1,1,835
2020_7_31_17_2_31.451,1,0,264,2020_7_31_17_9_59.957,1,1,445,2020_7_31_17_17_17.46,0,0,0,2020_7_31_17_24_31.045,0,0,0,2020_7_31_17_31_44.964,0,0,0,2020_7_31_17_38_57.049,1,0,1049
2020_7_31_17_2_34.485,1,0,158,2020_7_31_17_10_2.991,0,0,0,2020_7_31_17_17_20.495,0,0,0,2020_7_31_17_24_34.08,1,1,738,2020_7_31_17_31_47.999,0,0,0,2020_7_31_17_39_0.083,1,0,1118
2020_7_31_17_2_37.519,1,0,179,2020_7_31_17_10_6.026,0,0,0,2020_7_31_17_17_23.529,0,0,0,2020_7_31_17_24_37.114,0,0,0,2020_7_31_17_31_51.033,1,1,777,2020_7_31_17_39_3.118,1,0,1364
2020_7_31_17_2_40.553,1,1,249,2020_7_31_17_10_9.06,0,0,0,2020_7_31_17_17_26.563,0,0,0,2020_7_31_17_24_40.148,0,0,0,2020_7_31_17_31_54.067,0,0,0,2020_7_31_17_39_6.152,1,0,762
2020_7_31_17_2_43.588,1,0,175,2020_7_31_17_10_12.094,0,0,0,2020_7_31_17_17_29.597,0,0,0,2020_7_31_17_24_43.183,0,0,0,2020_7_31_17_31_57.101,0,0,0,2020_7_31_17_39_9.186,1,0,591
2020_7_31_17_2_46.622,1,0,164,2020_7_31_17_10_15.128,1,1,554,2020_7_31_17_17_32.632,0,0,0,2020_7_31_17_24_46.217,1,1,601,2020_7_31_17_32_0.136,0,0,0,2020_7_31_17_39_12.221,1,0,645
2020_7_31_17_2_49.656,1,0,186,2020_7_31_17_10_18.163,0,0,0,2020_7_31_17_17_35.666,0,0,0,2020_7_31_17_24_49.251,0,0,0,2020_7_31_17_32_3.17,0,0,0,2020_7_31_17_39_15.255,1,0,667
2020_7_31_17_2_52.69,1,0,112,2020_7_31_17_10_21.197,0,0,0,2020_7_31_17_17_38.7,0,0,0,2020_7_31_17_24_52.286,0,0,0,2020_7_31_17_32_6.204,1,1,534,2020_7_31_17_39_18.289,1,0,625
2020_7_31_17_2_55.725,1,0,294,2020_7_31_17_10_24.231,1,1,635,2020_7_31_17_17_41.735,0,0,0,2020_7_31_17_24_55.32,0,0,0,2020_7_31_17_32_9.239,0,0,0,2020_7_31_17_39_21.323,1,0,550
2020_7_31_17_2_58.759,1,0,235,2020_7_31_17_10_27.266,0,0,0,2020_7_31_17_17_44.769,1,1,593,2020_7_31_17_24_58.354,0,0,0,2020_7_31_17_32_12.273,0,0,0,2020_7_31_17_39_24.358,1,0,556
2020_7_31_17_3_1.793,1,0,225,2020_7_31_17_10_30.3,1,1,487,2020_7_31_17_17_47.803,0,0,0,2020_7_31_17_25_1.388,0,0,0,2020_7_31_17_32_15.307,0,0,0,2020_7_31_17_39_27.392,1,0,466
2020_7_31_17_3_4.828,1,0,55,2020_7_31_17_10_33.334,0,0,0,2020_7_31_17_17_50.837,0,0,0,2020_7_31_17_25_4.423,0,0,0,2020_7_31_17_32_18.341,0,0,0,2020_7_31_17_39_30.426,1,0,503
2020_7_31_17_3_7.862,1,0,157,2020_7_31_17_10_36.368,0,0,0,2020_7_31_17_17_53.872,0,0,0,2020_7_31_17_25_7.457,1,1,1025,2020_7_31_17_32_21.376,0,0,0,2020_7_31_17_39_33.46,1,1,541
2020_7_31_17_3_10.896,1,0,258,2020_7_31_17_10_39.403,0,0,0,2020_7_31_17_17_56.906,0,0,0,2020_7_31_17_25_10.491,0,0,0,2020_7_31_17_32_24.41,1,1,600,2020_7_31_17_39_36.495,1,0,627
2020_7_31_17_3_13.93,1,0,200,2020_7_31_17_10_42.437,0,0,0,2020_7_31_17_17_59.94,0,0,0,2020_7_31_17_25_13.525,0,0,0,2020_7_31_17_32_27.444,1,1,606,2020_7_31_17_39_39.529,1,0,681
2020_7_31_17_3_16.965,1,0,206,2020_7_31_17_10_45.471,1,1,467,2020_7_31_17_18_2.974,0,0,0,2020_7_31_17_25_16.56,0,0,0,2020_7_31_17_32_30.478,1,1,755,2020_7_31_17_39_42.563,1,0,878
2020_7_31_17_3_19.999,1,0,36,2020_7_31_17_10_48.506,0,0,0,2020_7_31_17_18_6.009,0,0,0,2020_7_31_17_25_19.594,0,0,0,2020_7_31_17_32_33.513,1,1,649,2020_7_31_17_39_45.598,1,1,756
2020_7_31_17_3_23.033,1,1,233,2020_7_31_17_10_51.54,0,0,0,2020_7_31_17_18_9.043,0,0,0,2020_7_31_17_25_22.628,0,0,0,2020_7_31_17_32_36.547,0,0,0,2020_7_31_17_39_48.632,1,0,874
2020_7_31_17_3_26.067,1,0,319,2020_7_31_17_10_54.574,1,1,596,2020_7_31_17_18_12.077,1,1,613,2020_7_31_17_25_25.663,0,0,0,2020_7_31_17_32_39.581,0,0,0,2020_7_31_17_39_51.666,1,0,975
2020_7_31_17_3_29.102,1,0,229,2020_7_31_17_10_57.608,0,0,0,2020_7_31_17_18_15.112,0,0,0,2020_7_31_17_25_28.697,0,0,0,2020_7_31_17_32_42.616,0,0,0,2020_7_31_17_39_54.7,1,1,965
2020_7_31_17_3_32.136,1,1,234,2020_7_31_17_11_0.643,1,1,464,2020_7_31_17_18_18.146,1,1,640,2020_7_31_17_25_31.731,1,1,623,2020_7_31_17_32_45.65,1,1,1248,2020_7_31_17_39_57.735,1,1,891
2020_7_31_17_3_35.17,1,0,256,2020_7_31_17_11_3.677,1,1,453,2020_7_31_17_18_21.18,0,0,0,2020_7_31_17_25_34.765,1,1,1653,2020_7_31_17_32_48.684,0,0,0,2020_7_31_17_40_0.769,1,0,929
2020_7_31_17_3_38.205,1,0,262,2020_7_31_17_11_6.711,0,0,0,2020_7_31_17_18_24.214,0,0,0,2020_7_31_17_25_37.8,0,0,0,2020_7_31_17_32_51.718,0,0,0,2020_7_31_17_40_3.803,1,0,902
2020_7_31_17_3_41.239,1,0,251,2020_7_31_17_11_9.746,1,1,721,2020_7_31_17_18_27.249,0,0,0,2020_7_31_17_25_40.834,1,1,672,2020_7_31_17_32_54.753,0,0,0,2020_7_31_17_40_6.838,1,0,828
2020_7_31_17_3_44.273,1,1,273,2020_7_31_17_11_12.78,0,0,0,2020_7_31_17_18_30.283,1,0,695,2020_7_31_17_25_43.868,0,0,0,2020_7_31_17_32_57.787,1,1,583,2020_7_31_17_40_9.872,1,0,658
2020_7_31_17_3_47.307,1,0,311,2020_7_31_17_11_15.814,1,1,492,2020_7_31_17_18_33.317,0,0,0,2020_7_31_17_25_46.903,0,0,0,2020_7_31_17_33_0.821,0,0,0,2020_7_31_17_40_12.906,1,1,488
2020_7_31_17_3_50.342,1,0,205,2020_7_31_17_11_18.848,0,0,0,2020_7_31_17_18_36.352,1,1,803,2020_7_31_17_25_49.937,0,0,0,2020_7_31_17_33_3.856,0,0,0,2020_7_31_17_40_15.94,1,1,381
2020_7_31_17_3_53.376,1,1,291,2020_7_31_17_11_21.883,0,0,0,2020_7_31_17_18_39.386,0,0,0,2020_7_31_17_25_52.971,0,0,0,2020_7_31_17_33_6.89,1,1,584,2020_7_31_17_40_18.975,1,0,323
2020_7_31_17_3_56.41,1,0,56,2020_7_31_17_11_24.917,0,0,0,2020_7_31_17_18_42.42,0,0,0,2020_7_31_17_25_56.005,1,1,813,2020_7_31_17_33_9.924,1,1,1182,2020_7_31_17_40_22.009,1,0,377
2020_7_31_17_3_59.444,1,0,190,2020_7_31_17_11_27.951,0,0,0,2020_7_31_17_18_45.454,0,0,0,2020_7_31_17_25_59.04,0,0,0,2020_7_31_17_33_12.958,0,0,0,2020_7_31_17_40_25.043,1,0,94
2020_7_31_17_4_2.479,1,1,324,2020_7_31_17_11_30.985,0,0,0,2020_7_31_17_18_48.489,1,1,730,2020_7_31_17_26_2.074,0,0,0,2020_7_31_17_33_15.993,1,1,633,2020_7_31_17_40_28.078,1,0,260
2020_7_31_17_4_5.513,1,1,345,2020_7_31_17_11_34.02,1,1,526,2020_7_31_17_18_51.523,1,1,783,2020_7_31_17_26_5.108,0,0,0,2020_7_31_17_33_19.027,0,0,0,2020_7_31_17_40_31.112,1,0,330
2020_7_31_17_4_8.547,1,0,95,2020_7_31_17_11_37.054,1,1,996,2020_7_31_17_18_54.557,0,0,0,2020_7_31_17_26_8.143,0,0,0,2020_7_31_17_33_22.061,0,0,0,2020_7_31_17_40_34.146,1,0,272
2020_7_31_17_4_11.582,1,0,277,2020_7_31_17_11_40.088,0,0,0,2020_7_31_17_18_57.592,0,0,0,2020_7_31_17_26_11.177,0,0,0,2020_7_31_17_33_25.095,1,0,762,2020_7_31_17_40_37.18,1,0,277
2020_7_31_17_4_14.616,1,0,234,2020_7_31_17_11_43.123,0,0,0,2020_7_31_17_19_0.626,1,1,672,2020_7_31_17_26_14.211,0,0,0,2020_7_31_17_33_28.13,0,0,0,2020_7_31_17_40_40.215,1,1,267
2020_7_31_17_4_17.65,1,0,304,2020_7_31_17_11_46.157,0,0,0,2020_7_31_17_19_3.66,0,0,0,2020_7_31_17_26_17.245,0,0,0,2020_7_31_17_33_31.164,1,1,582,2020_7_31_17_40_43.249,1,0,177
2020_7_31_17_4_20.685,1,1,278,2020_7_31_17_11_49.191,0,0,0,2020_7_31_17_19_6.694,0,0,0,2020_7_31_17_26_20.28,1,1,762,2020_7_31_17_33_34.198,1,1,763,2020_7_31_17_40_46.317,0,0,0
2020_7_31_17_4_23.719,1,1,188,2020_7_31_17_11_52.225,0,0,0,2020_7_31_17_19_9.729,0,0,0,2020_7_31_17_26_23.314,0,0,0,2020_7_31_17_33_37.233,0,0,0,2020_7_31_17_40_49.351,1,0,347
2020_7_31_17_4_26.753,1,0,18,2020_7_31_17_11_55.26,1,1,551,2020_7_31_17_19_12.763,1,1,567,2020_7_31_17_26_26.348,0,0,0,2020_7_31_17_33_40.267,0,0,0,2020_7_31_17_40_52.385,1,0,545
2020_7_31_17_4_29.787,1,0,87,2020_7_31_17_11_58.294,0,0,0,2020_7_31_17_19_15.797,1,1,541,2020_7_31_17_26_29.382,0,0,0,2020_7_31_17_33_43.301,0,0,0,2020_7_31_17_40_55.419,1,0,374
2020_7_31_17_4_32.822,1,0,269,2020_7_31_17_12_1.328,0,0,0,2020_7_31_17_19_18.831,1,1,627,2020_7_31_17_26_32.417,0,0,0,2020_7_31_17_33_46.335,0,0,0,2020_7_31_17_40_58.454,1,0,508
2020_7_31_17_4_35.856,1,0,275,2020_7_31_17_12_4.363,0,0,0,2020_7_31_17_19_21.866,1,1,680,2020_7_31_17_26_35.451,0,0,0,2020_7_31_17_33_49.37,0,0,0,2020_7_31_17_41_1.488,1,0,546
2020_7_31_17_4_38.89,1,0,280,2020_7_31_17_12_7.397,1,1,557,2020_7_31_17_19_24.9,0,0,0,2020_7_31_17_26_38.485,1,1,669,2020_7_31_17_33_52.404,0,0,0,2020_7_31_17_41_4.522,1,1,343
2020_7_31_17_4_41.924,1,0,222,2020_7_31_17_12_10.431,1,1,595,2020_7_31_17_19_27.934,0,0,0,2020_7_31_17_26_41.52,0,0,0,2020_7_31_17_33_55.438,0,0,0,2020_7_31_17_41_7.557,1,0,477
2020_7_31_17_4_44.959,1,0,243,2020_7_31_17_12_13.465,0,0,0,2020_7_31_17_19_30.969,0,0,0,2020_7_31_17_26_44.554,1,1,488,2020_7_31_17_33_58.473,1,1,1241,2020_7_31_17_41_10.591,1,0,835
2020_7_31_17_4_47.993,1,0,266,2020_7_31_17_12_16.5,1,1,495,2020_7_31_17_19_34.003,0,0,0,2020_7_31_17_26_47.588,1,1,606,2020_7_31_17_34_1.507,0,0,0,2020_7_31_17_41_13.625,1,0,665
2020_7_31_17_4_51.027,1,0,239,2020_7_31_17_12_19.534,0,0,0,2020_7_31_17_19_37.037,1,1,549,2020_7_31_17_26_50.622,0,0,0,2020_7_31_17_34_4.541,0,0,0,2020_7_31_17_41_16.659,1,0,462
2020_7_31_17_4_54.062,1,0,277,2020_7_31_17_12_22.568,0,0,0,2020_7_31_17_19_40.071,0,0,0,2020_7_31_17_26_53.657,0,0,0,2020_7_31_17_34_7.575,0,0,0,2020_7_31_17_41_19.694,1,1,340
2020_7_31_17_4_57.096,1,0,90,2020_7_31_17_12_25.603,0,0,0,2020_7_31_17_19_43.106,1,1,704,2020_7_31_17_26_56.691,0,0,0,2020_7_31_17_34_10.61,0,0,0,2020_7_31_17_41_22.728,1,1,394
2020_7_31_17_5_0.13,1,0,272,2020_7_31_17_12_28.637,0,0,0,2020_7_31_17_19_46.14,0,0,0,2020_7_31_17_26_59.725,0,0,0,2020_7_31_17_34_13.644,0,0,0,2020_7_31_17_41_25.762,1,0,352
2020_7_31_17_5_3.164,1,0,278,2020_7_31_17_12_31.671,0,0,0,2020_7_31_17_19_49.174,0,0,0,2020_7_31_17_27_2.76,0,0,0,2020_7_31_17_34_16.678,0,0,0,2020_7_31_17_41_28.796,1,0,293
2020_7_31_17_5_6.199,1,0,252,2020_7_31_17_12_34.705,0,0,0,2020_7_31_17_19_52.209,0,0,0,2020_7_31_17_27_5.794,0,0,0,2020_7_31_17_34_19.713,1,1,513,2020_7_31_17_41_31.831,1,1,427
2020_7_31_17_5_9.233,1,1,305,2020_7_31_17_12_37.74,0,0,0,2020_7_31_17_19_55.243,0,0,0,2020_7_31_17_27_8.828,0,0,0,2020_7_31_17_34_22.747,0,0,0,2020_7_31_17_41_34.865,1,0,337
2020_7_31_17_5_12.267,1,1,247,2020_7_31_17_12_40.774,0,0,0,2020_7_31_17_19_58.277,0,0,0,2020_7_31_17_27_11.862,1,1,1116,2020_7_31_17_34_25.781,0,0,0,2020_7_31_17_41_37.899,1,1,262
2020_7_31_17_5_15.302,1,1,253,2020_7_31_17_12_43.808,1,1,578,2020_7_31_17_20_1.311,0,0,0,2020_7_31_17_27_14.897,0,0,0,2020_7_31_17_34_28.815,0,0,0,2020_7_31_17_41_40.934,1,0,268
2020_7_31_17_5_18.336,1,0,258,2020_7_31_17_12_46.842,0,0,0,2020_7_31_17_20_4.346,0,0,0,2020_7_31_17_27_17.931,1,1,519,2020_7_31_17_34_31.85,1,1,1032,2020_7_31_17_41_43.968,1,1,354
2020_7_31_17_5_21.37,1,0,40,2020_7_31_17_12_49.877,0,0,0,2020_7_31_17_20_7.38,0,0,0,2020_7_31_17_27_20.965,0,0,0,2020_7_31_17_34_34.884,0,0,0,2020_7_31_17_41_47.002,1,0,312
2020_7_31_17_5_24.404,1,0,222,2020_7_31_17_12_52.911,0,0,0,2020_7_31_17_20_10.414,0,0,0,2020_7_31_17_27_24,0,0,0,2020_7_31_17_34_37.918,0,0,0,2020_7_31_17_41_50.036,1,0,525
2020_7_31_17_5_27.439,1,1,164,2020_7_31_17_12_55.945,0,0,0,2020_7_31_17_20_13.449,1,1,1194,2020_7_31_17_27_27.034,0,0,0,2020_7_31_17_34_40.953,0,0,0,2020_7_31_17_41_53.071,1,0,339
2020_7_31_17_5_30.473,1,0,201,2020_7_31_17_12_58.98,0,0,0,2020_7_31_17_20_16.483,0,0,0,2020_7_31_17_27_30.068,0,0,0,2020_7_31_17_34_43.987,1,1,1007,2020_7_31_17_41_56.122,1,0,328
2020_7_31_17_5_33.507,1,0,255,2020_7_31_17_13_2.014,0,0,0,2020_7_31_17_20_19.517,0,0,0,2020_7_31_17_27_33.102,0,0,0,2020_7_31_17_34_47.021,0,0,0,2020_7_31_17_41_59.156,1,1,446
2020_7_31_17_5_36.541,1,0,229,2020_7_31_17_13_5.048,0,0,0,2020_7_31_17_20_22.551,0,0,0,2020_7_31_17_27_36.137,0,0,0,2020_7_31_17_34_50.055,0,0,0,2020_7_31_17_42_2.19,1,0,291
2020_7_31_17_5_39.576,1,1,203,2020_7_31_17_13_8.082,0,0,0,2020_7_31_17_20_25.586,1,1,528,2020_7_31_17_27_39.171,0,0,0,2020_7_31_17_34_53.09,0,0,0,2020_7_31_17_42_5.225,1,1,409
2020_7_31_17_5_42.61,1,1,192,2020_7_31_17_13_11.117,0,0,0,2020_7_31_17_20_28.62,1,1,742,2020_7_31_17_27_42.205,0,0,0,2020_7_31_17_34_56.124,1,1,758,2020_7_31_17_42_8.259,1,0,383
2020_7_31_17_5_45.644,1,0,278,2020_7_31_17_13_14.151,0,0,0,2020_7_31_17_20_31.654,0,0,0,2020_7_31_17_27_45.239,0,0,0,2020_7_31_17_34_59.158,0,0,0,2020_7_31_17_42_11.293,1,0,485
2020_7_31_17_5_48.679,1,0,252,2020_7_31_17_13_17.185,0,0,0,2020_7_31_17_20_34.688,0,0,0,2020_7_31_17_27_48.274,0,0,0,2020_7_31_17_35_2.193,0,0,0,2020_7_31_17_42_14.327,1,0,922
2020_7_31_17_5_51.713,1,0,258,2020_7_31_17_13_20.22,0,0,0,2020_7_31_17_20_37.723,0,0,0,2020_7_31_17_27_51.308,0,0,0,2020_7_31_17_35_5.227,0,0,0,2020_7_31_17_42_17.362,1,1,352
2020_7_31_17_5_54.747,1,0,295,2020_7_31_17_13_23.254,0,0,0,2020_7_31_17_20_40.757,0,1,0,2020_7_31_17_27_54.342,0,0,0,2020_7_31_17_35_8.261,0,0,0,2020_7_31_17_42_20.396,1,0,230
2020_7_31_17_5_57.781,1,0,189,2020_7_31_17_13_26.288,0,0,0,2020_7_31_17_20_43.791,1,1,723,2020_7_31_17_27_57.377,1,1,897,2020_7_31_17_35_11.295,0,0,0,2020_7_31_17_42_23.43,1,0,331
2020_7_31_17_6_0.816,1,0,35,2020_7_31_17_13_29.322,0,0,0,2020_7_31_17_20_46.826,0,0,0,2020_7_31_17_28_0.411,0,0,0,2020_7_31_17_35_14.33,0,0,0,2020_7_31_17_42_26.464,1,0,289
2020_7_31_17_6_3.85,1,0,232,2020_7_31_17_13_32.357,0,0,0,2020_7_31_17_20_49.86,0,0,0,2020_7_31_17_28_3.445,0,0,0,2020_7_31_17_35_17.364,1,1,1006,2020_7_31_17_42_29.499,1,0,279
2020_7_31_17_6_6.884,1,1,190,2020_7_31_17_13_35.391,0,0,0,2020_7_31_17_20_52.894,0,0,0,2020_7_31_17_28_6.479,0,0,0,2020_7_31_17_35_20.398,0,0,0,2020_7_31_17_42_32.533,1,0,333
2020_7_31_17_6_9.919,1,0,244,2020_7_31_17_13_38.425,0,0,0,2020_7_31_17_20_55.928,0,0,0,2020_7_31_17_28_9.514,1,1,584,2020_7_31_17_35_23.432,0,0,0,2020_7_31_17_42_35.567,1,0,290
2020_7_31_17_6_12.953,1,0,362,2020_7_31_17_13_41.46,0,0,0,2020_7_31_17_20_58.963,0,0,0,2020_7_31_17_28_12.548,0,0,0,2020_7_31_17_35_26.467,1,1,559,2020_7_31_17_42_38.602,1,1,296
2020_7_31_17_6_15.987,1,1,223,2020_7_31_17_13_44.494,0,0,0,2020_7_31_17_21_1.997,0,0,0,2020_7_31_17_28_15.582,1,1,868,2020_7_31_17_35_29.501,0,0,0,2020_7_31_17_42_41.636,1,0,270
2020_7_31_17_6_19.021,1,0,245,2020_7_31_17_13_47.528,0,0,0,2020_7_31_17_21_5.031,0,0,0,2020_7_31_17_28_18.617,0,0,0,2020_7_31_17_35_32.535,0,0,0,2020_7_31_17_42_44.67,1,1,276
2020_7_31_17_6_22.056,1,0,219,2020_7_31_17_13_50.562,1,1,704,2020_7_31_17_21_8.066,0,0,0,2020_7_31_17_28_21.651,0,0,0,2020_7_31_17_35_35.57,0,0,0,2020_7_31_17_42_47.704,1,0,377
2020_7_31_17_6_25.09,1,0,240,2020_7_31_17_13_53.597,0,0,0,2020_7_31_17_21_11.1,1,1,614,2020_7_31_17_28_24.685,1,1,709,2020_7_31_17_35_38.604,0,0,0,2020_7_31_17_42_50.739,1,0,383
2020_7_31_17_6_28.124,1,0,246,2020_7_31_17_13_56.631,1,1,715,2020_7_31_17_21_14.134,1,1,828,2020_7_31_17_28_27.72,0,0,0,2020_7_31_17_35_41.638,1,1,603,2020_7_31_17_42_53.773,1,1,485
2020_7_31_17_6_31.159,1,0,236,2020_7_31_17_13_59.665,1,1,641,2020_7_31_17_21_17.168,0,0,0,2020_7_31_17_28_30.754,0,0,0,2020_7_31_17_35_44.672,0,0,0,2020_7_31_17_42_56.807,1,0,362
2020_7_31_17_6_34.193,1,1,258,2020_7_31_17_14_2.699,0,0,0,2020_7_31_17_21_20.203,0,0,0,2020_7_31_17_28_33.788,1,1,790,2020_7_31_17_35_47.707,1,1,1271,2020_7_31_17_42_59.842,1,1,432
2020_7_31_17_6_37.227,1,0,295,2020_7_31_17_14_5.734,1,1,669,2020_7_31_17_21_23.237,0,1,0,2020_7_31_17_28_36.822,1,1,796,2020_7_31_17_35_50.741,0,0,0,2020_7_31_17_43_2.876,1,0,390
2020_7_31_16_56_24.352,,,,,,,,,,,,,,,,,,,,,,,
